scale,job_name,step,frame_index,step_time_s,total_time_s,top_u2_mm,top_rf2_N,avg_thickness_um,min_thickness_um,max_thickness_um,max_cpress_MPa,max_compressive_press_MPa,max_signed_plastic_vol_strain,min_signed_plastic_vol_strain,max_abs_plastic_vol_strain,unloaded_zero_force_frame
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,17,0.0212509892880917,0.0212509892880917,-0.000151398649904877,-0.319754898548126,149.847589618279,149.8475819826126,149.8475968837738,0.0578920692205429,0.024949997663497925,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,18,0.0225002896040678,0.0225002896040678,-0.000176832778379321,-0.373387902975082,149.820938706759,149.82092380523682,149.820938706398,0.0680190026760101,0.029310462375481922,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,19,0.0237503685057163,0.0237503685057163,-0.000204830255825073,-0.432621151208878,149.791511930578,149.79149401187897,149.79152381420135,0.0792000964283943,0.034125169118245445,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,20,0.025000337511301,0.025000337511301,-0.000235402898397297,-0.497023403644562,149.759255534722,149.75924789905548,149.75926280021667,0.0914651080965996,0.039406237502892814,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,21,0.0262503065168858,0.0262503065168858,-0.000280271284282207,-0.591955065727234,149.724135594948,149.72412586212158,149.72414076328278,0.104830294847488,0.04516188303629557,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,22,0.0275002755224705,0.0275002755224705,-0.000317111407639459,-0.669984817504883,149.686066637875,149.6860533952713,149.6860682964325,0.119289390742779,0.051386515299479164,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,23,0.0287502445280552,0.0287502445280552,-0.000356737175025046,-0.753650844097137,149.644971644065,149.64495599269867,149.64497089385986,0.134927928447723,0.058119734128316246,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,24,0.0300002135336399,0.0300002135336399,-0.000399200624087825,-0.843501687049866,149.600805279612,149.6007889509201,149.6008187532425,0.151740580797195,0.06535910566647847,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,25,0.0312501825392246,0.0312501825392246,-0.000444548495579511,-0.939360022544861,149.553513181086,149.55350756645203,149.55352246761322,0.169775083661079,0.07312251627445221,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,26,0.0325001515448093,0.0325001515448093,-0.000492822495289147,-1.04165375232697,149.503030078938,149.50302243232727,149.50303733348846,0.189008086919785,0.08140201369921367,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,27,0.0337501205503941,0.0337501205503941,-0.000544059439562261,-1.15018570423126,149.449343165558,149.44931864738464,149.44934844970703,0.209482327103615,0.09021618962287903,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,28,0.0350000895559788,0.0350000895559788,-0.000598291459027678,-1.26492810249329,149.392402873034,149.39239621162415,149.39241111278534,0.23118083178997,0.09955663482348125,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,29,0.0362500585615635,0.0362500585615635,-0.00067532219691202,-1.42820155620575,149.332164559458,149.3321657180786,149.3321657180786,0.254171103239059,0.10945198933283488,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,30,0.0375000275671482,0.0375000275671482,-0.000736640475224704,-1.55822885036469,149.268637461086,149.26862716674805,149.26864206790924,0.278436154127121,0.11989722649256389,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,31,0.0387509949505329,0.0387509949505329,-0.000801026122644544,-1.69485747814178,149.201721518468,149.20170605182648,149.20172095298767,0.304000347852707,0.1308998167514801,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,32,0.0400009639561176,0.0400009639561176,-0.000868490897119045,-1.83786690235138,149.13150404502,149.13149178028107,149.13152158260345,0.330830514431,0.14244752128918967,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,33,0.0412508808076382,0.0412508808076382,-0.000939101446419954,-1.98781859874725,149.057852654393,149.05783534049988,149.05785024166107,0.359021455049515,0.1545802354812622,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,34,0.042500164359808,0.042500164359808,-0.00101304741110653,-2.14499878883362,148.980699259738,148.98067712783813,148.98070693016052,0.388570755720139,0.16729686657587686,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,35,0.0437504425644875,0.0437504425644875,-0.00109003123361617,-2.3087043762207,148.900116735604,148.9000916481018,148.9001214504242,0.419433891773224,0.18057777484258017,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,36,0.0450007207691669,0.0450007207691669,-0.00117017515003681,-2.47897672653198,148.816188716056,148.81618320941925,148.81619811058044,0.451618760824203,0.1944281260172526,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,37,0.0462500043213367,0.0462500043213367,-0.00128174060955644,-2.71629285812378,148.728983487822,148.72898161411285,148.72898161411285,0.485092967748642,0.20883103211720785,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,38,0.0475002825260162,0.0475002825260162,-0.00136906595434994,-2.90206432342529,148.638363579319,148.63835275173187,148.63836765289307,0.519908845424652,0.22381003697713217,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,39,0.0487505607306957,0.0487505607306957,-0.00145936652552336,-3.0947413444519,148.544446547893,148.54444563388824,148.54444563388824,0.555998206138611,0.23933682839075723,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,40,0.0500008389353752,0.0500008389353752,-0.00155276991426945,-3.29370880126953,148.447234451017,148.44723045825958,148.44724535942078,0.593410730361938,0.2554318904876709,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,41,0.051250122487545,0.051250122487545,-0.00164909544400871,-3.4992847442627,148.346858874564,148.34684133529663,148.34687113761902,0.632080674171448,0.272067924340566,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,42,0.0525004006922245,0.0525004006922245,-0.00174847349990159,-3.71151471138,148.243164156818,148.24315905570984,148.24317395687103,0.672045767307281,0.2892584999402364,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,43,0.053750678896904,0.053750678896904,-0.00185070699080825,-3.92965221405029,148.136287671706,148.13628792762756,148.13630282878876,0.713294208049774,0.3070007960001628,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,44,0.0549999997019768,0.0549999997019768,-0.00195619114674628,-4.15528869628906,148.026014522318,148.0260044336319,148.0260193347931,0.755899786949158,0.3253263433774312,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,45,0.0562505498528481,0.0562505498528481,-0.00210135336965322,-4.46580505371094,147.912447783357,147.9124277830124,147.91245758533478,0.799808084964752,0.34420828024546307,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,46,0.0575001090764999,0.0575001090764999,-0.00221355934627354,-4.70593690872192,147.795907648911,147.7959007024765,147.7959156036377,0.844931781291962,0.36361296971638996,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,47,0.0587506592273712,0.0587506592273712,-0.00232853414490819,-4.95235157012939,147.676276323994,147.6762592792511,147.6762890815735,0.89130425453186,0.3835531870524089,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,48,0.0600002184510231,0.0600002184510231,-0.00244622677564621,-5.20467329025269,147.553781513125,147.55377173423767,147.55378663539886,0.93886137008667,0.4039974610010783,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,49,0.0612507686018944,0.0612507686018944,-0.00256658648140728,-5.46309757232666,147.428298034236,147.42828905582428,147.42830395698547,0.987600266933441,0.4249493678410848,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,50,0.0625003278255463,0.0625003278255463,-0.00268955482169986,-5.72735500335693,147.300080253843,147.30006456375122,147.30007946491241,1.03748226165771,0.4463929335276286,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,51,0.0637508779764175,0.0637508779764175,-0.00281507591716945,-5.9970588684082,147.168992091093,147.16897904872894,147.16899394989014,1.08852481842041,0.4683379332224528,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,52,0.0650004372000694,0.0650004372000694,-0.00294308736920357,-6.27237939834595,147.035332369687,147.03531563282013,147.03534543514252,1.14066505432129,0.4907502333323161,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,53,0.0662509873509407,0.0662509873509407,-0.00311757018789649,-6.64852094650269,146.898923815066,146.89891040325165,146.89892530441284,1.19392228126526,0.513640284538269,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,54,0.0675005465745926,0.0675005465745926,-0.00325114326551557,-6.93643712997437,146.760091050874,146.76009118556976,146.76009118556976,1.24821174144745,0.5369760592778524,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,55,0.0687501728534698,0.0687501728534698,-0.00338732451200485,-7.23023128509521,146.618450587723,146.61842584609985,146.61845564842224,1.30367314815521,0.5608102480570475,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,56,0.070000171661377,0.070000171661377,-0.00352639239281416,-7.53054571151733,146.473616473223,146.47360146045685,146.47361636161804,1.36043977737427,0.585205872853597,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,57,0.0712501704692841,0.0712501704692841,-0.00366759998723865,-7.83623552322388,146.326455191424,146.3264375925064,146.3264673948288,1.41823494434357,0.6100372473398844,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,58,0.0725001692771912,0.0725001692771912,-0.00381099246442318,-8.14628505706787,146.177057750246,146.1770385503769,146.17706835269928,1.47696197032928,0.6352655092875162,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,59,0.0737501680850983,0.0737501680850983,-0.0039562564343214,-8.46116733551025,146.025525933239,146.02552354335785,146.02552354335785,1.53661561012268,0.6608943541844686,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,60,0.0750001668930054,0.0750001668930054,-0.00410342449322343,-8.78030776977539,145.871915712121,145.87190747261047,145.87193727493286,1.59722340106964,0.6869253317515055,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,61,0.0762501657009125,0.0762501657009125,-0.00430252123624086,-9.21280288696289,145.716334412198,145.7163244485855,145.7163393497467,1.65870893001556,0.7133277257283529,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,62,0.0775001645088196,0.0775001645088196,-0.00445382390171289,-9.54186344146729,145.558895085253,145.5588936805725,145.5588936805725,1.72100687026978,0.7400723298390707,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,63,0.0787501633167267,0.0787501633167267,-0.00460676336660981,-9.87457466125488,145.399665710139,145.39965987205505,145.39967477321625,1.78408885002136,0.7671573956807455,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,64,0.0800001621246338,0.0800001621246338,-0.00476123951375484,-10.2111253738403,145.238774055076,145.2387571334839,145.23877203464508,1.84799373149872,0.7945863405863444,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,65,0.0812501609325409,0.0812501609325409,-0.00491717923432589,-10.5514793395996,145.076275845482,145.07627487182617,145.07628977298737,1.91257965564728,0.8223162492116293,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,66,0.082500159740448,0.082500159740448,-0.00507462210953236,-10.8948955535889,144.91231061041,144.91230249404907,144.91231739521027,1.97788143157959,0.850343386332194,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,67,0.0837501585483551,0.0837501585483551,-0.00523320399224758,-11.2417116165161,144.74694971534,144.74692940711975,144.74695920944214,2.04383063316345,0.8786438306172689,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,68,0.0850009396672249,0.0850009396672249,-0.00544771645218134,-11.7111873626709,144.579143305732,144.57912743091583,144.57914233207703,2.11088299751282,0.9074346224466959,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,69,0.0862502530217171,0.0862502530217171,-0.00561025273054838,-12.0675745010376,144.41014541898,144.4101482629776,144.4101631641388,2.17848515510559,0.9364590644836426,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,70,0.0875005424022675,0.0875005424022675,-0.0057736337184906,-12.4259424209595,144.239964429289,144.23996210098267,144.23996210098267,2.24663281440735,0.965742270151774,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,71,0.0887508317828178,0.0887508317828178,-0.00593803357332945,-12.7870512008667,144.068802549111,144.06879246234894,144.06880736351013,2.31540060043335,0.9952226479848226,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,72,0.09000014513731,0.09000014513731,-0.00610310537740588,-13.1500606536865,143.89690373878,143.8968926668167,143.8969075679779,2.38453412055969,1.0248859723409016,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,73,0.0912504345178604,0.0912504345178604,-0.00626898650079966,-13.5154275894165,143.724133087368,143.72412860393524,143.72414350509644,2.45412063598633,1.0547440846761067,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,74,0.0925007238984108,0.0925007238984108,-0.00643534166738391,-13.8819065093994,143.550708878416,143.55070888996124,143.55072379112244,2.52410244941711,1.0847625732421875,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,75,0.093750037252903,0.093750037252903,-0.0066023375838995,-14.2506370544434,143.376863680872,143.37685704231262,143.376886844635,2.59437155723572,1.114908774693807,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,76,0.0950003266334534,0.0950003266334534,-0.00676959846168756,-14.6202402114868,143.202483765627,143.20248365402222,143.2024985551834,2.66498899459839,1.145193338394165,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,77,0.0962506160140038,0.0962506160140038,-0.00699324812740088,-15.115047454834,143.027772946083,143.02775263786316,143.02778244018555,2.73586416244507,1.1755895614624023,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,78,0.0975009053945541,0.0975009053945541,-0.00716108549386263,-15.4865684509277,142.852865825292,142.85284280776978,142.85287261009216,2.80693960189819,1.206067641576131,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,79,0.0987502858042717,0.0987502858042717,-0.00733001157641411,-15.8614196777344,142.677104042858,142.67708361148834,142.67711341381073,2.87851881980896,1.236753781636556,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,80,0.100000716745853,0.100000716745853,-0.00749934744089842,-16.2376976013184,142.500663210815,142.500638961792,142.50066876411438,2.9504725933075,1.2676047484079997,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,81,0.101250179111958,0.101250179111958,-0.00766845792531967,-16.6135368347168,142.324592506374,142.32458174228668,142.32461154460907,3.02243542671204,1.29845134417216,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,82,0.102500610053539,0.102500610053539,-0.00783747714012861,-16.9899673461914,142.148472684289,142.1484649181366,142.1484798192978,3.09446287155151,1.3293331464131672,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,83,0.103750072419643,0.103750072419643,-0.0080060176551342,-17.3654308319092,141.973051904462,141.97304844856262,141.97306334972382,3.16639804840088,1.3601638476053874,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,84,0.105000503361225,0.105000503361225,-0.00823008641600609,-17.865550994873,141.797843065944,141.79784059524536,141.79784059524536,3.23845362663269,1.3910009066263835,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,85,0.106250934302807,0.106250934302807,-0.00839762575924397,-18.2400302886963,141.62317177758,141.62316918373108,141.62318408489227,3.31023478507996,1.421793778737386,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,86,0.107500396668911,0.107500396668911,-0.00856455508619547,-18.6135921478271,141.449318944731,141.44930243492126,141.44933223724365,3.38196587562561,1.452527364095052,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,87,0.108750827610493,0.108750827610493,-0.00873075146228075,-18.9859848022461,141.276066838032,141.2760615348816,141.27607643604279,3.45348286628723,1.483162562052409,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,88,0.110000289976597,0.110000289976597,-0.00889610126614571,-19.3569641113281,141.103901777201,141.10387861728668,141.10392332077026,3.52470779418945,1.5136852264404297,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,89,0.111250720918179,0.111250720918179,-0.0090605728328228,-19.7263698577881,140.932557265436,140.93255996704102,140.93255996704102,3.59568858146667,1.5440815289815266,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,90,0.112500295042992,0.112500295042992,-0.00922458246350288,-20.0949020385742,140.761761141033,140.76176285743713,140.76177775859833,3.66664862632751,1.5744794209798176,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,91,0.113750718533993,0.113750718533993,-0.00938826985657215,-20.4633922576904,140.591388406648,140.59138298034668,140.59139788150787,3.73749256134033,1.6048145294189453,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,92,0.115000180900097,0.115000180900097,-0.00955061987042427,-20.8293895721436,140.422459914972,140.42246341705322,140.42246341705322,3.8078625202179,1.6349541346232097,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,93,0.116250604391098,0.116250604391098,-0.00976522266864777,-21.3134956359863,140.254772037329,140.25476574897766,140.25478065013885,3.87788033485413,1.6649386088053386,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,94,0.117500066757202,0.117500066757202,-0.00992446485906839,-21.673454284668,140.088761894971,140.088751912117,140.0887668132782,3.94725680351257,1.6946525573730469,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,95,0.118750490248203,0.118750490248203,-0.0100823473185301,-22.0306663513184,139.92419815045,139.92418348789215,139.92419838905334,4.0161657333374,1.7241522471110027,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,96,0.120000913739204,0.120000913739204,-0.0102386772632599,-22.384786605835,139.761331722079,139.7613137960434,139.7613286972046,4.08447647094727,1.7534062067667644,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,97,0.121250376105309,0.121250376105309,-0.010393226519227,-22.7351379394531,139.600386804601,139.60036635398865,139.60039615631104,4.15208864212036,1.7823700904846191,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,98,0.12250079959631,0.12250079959631,-0.0105461534112692,-23.0820693969727,139.441212600728,139.44119215011597,139.44122195243835,4.21897554397583,1.8110718727111816,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,99,0.123750261962414,0.123750261962414,-0.0106971394270658,-23.4252166748047,139.284124313122,139.28410410881042,139.2841339111328,4.28526306152344,1.8394328753153484,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,100,0.125000685453415,0.125000685453415,-0.0108957532793283,-23.8771076202393,139.128967511568,139.12895321846008,139.12896811962128,4.35070514678955,1.8674618403116863,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,101,0.126249998807907,0.126249998807907,-0.0110435141250491,-24.2138004302979,138.974922139598,138.9749050140381,138.97493481636047,4.41585779190063,1.8953355153401692,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,102,0.127500265836716,0.127500265836716,-0.0111890751868486,-24.5458393096924,138.823012744407,138.823002576828,138.8230174779892,4.48006153106689,1.9228720664978027,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,103,0.128750532865524,0.128750532865524,-0.0113324671983719,-24.8730392456055,138.673425282636,138.67340981960297,138.67342472076416,4.54348659515381,1.9500382741292317,0.0,0.0,0.0,False
0.1,FlatUnload_2D_DPC_E50Nu015_CapS010,Compress_Down,104,0.130000799894333,0.130000799894333,-0.0114737544208765,-25.1959342956543,138.526254395131,138.52623105049133,138.52626085281372,4.60599136352539,1.9768075942993164,0.0,0.0,0.0,False
