x_mm,z_mm,initial_top_y_mm,u2_mm,full_thickness_mm,full_thickness_um
174.5,0.0,0.0825,-0.011915009,0.14116999506950378,141.16999506950378
175.0,0.0,0.0825,-0.01191658,0.14116685092449188,141.16685092449188
175.5,0.0,0.0825,-0.011918161,0.1411636769771576,141.1636769771576
176.0,0.0,0.0825,-0.0119197415,0.1411605179309845,141.1605179309845
176.5,0.0,0.0825,-0.011921333,0.1411573439836502,141.1573439836502
177.0,0.0,0.0825,-0.011922933,0.14115414023399353,141.15414023399353
177.5,0.0,0.0825,-0.011924525,0.14115095138549805,141.15095138549805
178.0,0.0,0.0825,-0.011926133,0.14114773273468018,141.14773273468018
178.5,0.0,0.0825,-0.011927735,0.1411445438861847,141.1445438861847
179.0,0.0,0.0825,-0.011929353,0.14114129543304443,141.14129543304443
179.5,0.0,0.0825,-0.011930964,0.14113807678222656,141.13807678222656
180.0,0.0,0.0825,-0.011932592,0.1411348283290863,141.1348283290863
180.5,0.0,0.0825,-0.0119342115,0.14113157987594604,141.13157987594604
181.0,0.0,0.0825,-0.011935839,0.1411283314228058,141.1283314228058
181.5,0.0,0.0825,-0.0119374795,0.14112505316734314,141.12505316734314
182.0,0.0,0.0825,-0.011939117,0.1411217749118805,141.1217749118805
182.5,0.0,0.0825,-0.011940765,0.14111848175525665,141.11848175525665
183.0,0.0,0.0825,-0.011942413,0.1411151885986328,141.1151885986328
183.5,0.0,0.0825,-0.011944061,0.14111188054084778,141.11188054084778
184.0,0.0,0.0825,-0.011945718,0.14110857248306274,141.10857248306274
184.5,0.0,0.0825,-0.011947377,0.14110524952411652,141.10524952411652
