record_type,step_name,step_time,total_time,u2_mm,rf2_N,stress_avg_MPa,strain_eng,metric,value,unit,criterion_met,note
HISTORY,Step-1 Compression,0.0,0.0,0.0,-0.0,0.0,0.0,,,,,
HISTORY,Step-1 Compression,0.019999999552965164,0.019999999552965164,-0.0003000000142492354,-1.333309531211853,1.333309531211853,0.0020000000949949026,,,,,
HISTORY,Step-1 Compression,0.03999999910593033,0.03999999910593033,-0.0006000000284984708,-2.6697182655334473,2.6697182655334473,0.004000000189989805,,,,,
HISTORY,Step-1 Compression,0.07000000029802322,0.07000000029802322,-0.0010499999625608325,-4.680218696594238,4.680218696594238,0.00699999975040555,,,,,
HISTORY,Step-1 Compression,0.11500000208616257,0.11500000208616257,-0.001724999980069697,-7.709300518035889,7.709300518035889,0.011499999867131313,,,,,
HISTORY,Step-1 Compression,0.16500000655651093,0.16500000655651093,-0.002474999986588955,-10.866169929504395,10.866169929504395,0.016499999910593033,,,,,
HISTORY,Step-1 Compression,0.2150000035762787,0.2150000035762787,-0.0032250001095235348,-12.126859664916992,12.126859664916992,0.0215000007301569,,,,,
HISTORY,Step-1 Compression,0.26499998569488525,0.26499998569488525,-0.003975000232458115,-13.325850486755371,13.325850486755371,0.026500001549720764,,,,,
HISTORY,Step-1 Compression,0.3149999976158142,0.3149999976158142,-0.004724999889731407,-14.496284484863281,14.496284484863281,0.03149999926487605,,,,,
HISTORY,Step-1 Compression,0.36500000953674316,0.36500000953674316,-0.005475000012665987,-15.647192001342773,15.647192001342773,0.03650000008443992,,,,,
HISTORY,Step-1 Compression,0.41499999165534973,0.41499999165534973,-0.006225000135600567,-16.78506088256836,16.78506088256836,0.041500000904003784,,,,,
HISTORY,Step-1 Compression,0.4650000035762787,0.4650000035762787,-0.006974999792873859,-17.91510772705078,17.91510772705078,0.046499998619159065,,,,,
HISTORY,Step-1 Compression,0.5149999856948853,0.5149999856948853,-0.007724999915808439,-19.042116165161133,19.042116165161133,0.05149999943872293,,,,,
HISTORY,Step-1 Compression,0.5649999976158142,0.5649999976158142,-0.008475000038743019,-20.168237686157227,20.168237686157227,0.056500000258286796,,,,,
HISTORY,Step-1 Compression,0.6150000095367432,0.6150000095367432,-0.009224999696016312,-21.29676628112793,21.29676628112793,0.06149999797344208,,,,,
HISTORY,Step-1 Compression,0.6650000214576721,0.6650000214576721,-0.009975000284612179,-22.429811477661133,22.429811477661133,0.06650000189741453,,,,,
HISTORY,Step-1 Compression,0.7149999737739563,0.7149999737739563,-0.010724999941885471,-23.569068908691406,23.569068908691406,0.07149999961256981,,,,,
HISTORY,Step-1 Compression,0.7649999856948853,0.7649999856948853,-0.011474999599158764,-24.71589469909668,24.71589469909668,0.0764999973277251,,,,,
HISTORY,Step-1 Compression,0.8149999976158142,0.8149999976158142,-0.012225000187754631,-25.873764038085938,25.873764038085938,0.08150000125169754,,,,,
HISTORY,Step-1 Compression,0.8650000095367432,0.8650000095367432,-0.012974999845027924,-27.04438018798828,27.04438018798828,0.08649999896685283,,,,,
HISTORY,Step-1 Compression,0.9150000214576721,0.9150000214576721,-0.01372500043362379,-28.242536544799805,28.242536544799805,0.09150000289082527,,,,,
HISTORY,Step-1 Compression,0.9649999737739563,0.9649999737739563,-0.014475000090897083,-29.46558952331543,29.46558952331543,0.09650000060598056,,,,,
HISTORY,Step-1 Compression,1.0,1.0,-0.014999999664723873,-30.342754364013672,30.342754364013672,0.09999999776482582,,,,,
HISTORY,Step-2 Unload,0.0,1.0,-0.014999999664723873,-30.342754364013672,30.342754364013672,0.09999999776482582,,,,,
HISTORY,Step-2 Unload,0.019999999552965164,1.0199999995529652,-0.014700000174343586,-28.78947639465332,28.78947639465332,0.09800000116229057,,,,,
HISTORY,Step-2 Unload,0.03999999910593033,1.0399999991059303,-0.014399999752640724,-27.241073608398438,27.241073608398438,0.09599999835093817,,,,,
HISTORY,Step-2 Unload,0.07000000029802322,1.0700000002980232,-0.013949999585747719,-24.925580978393555,24.925580978393555,0.09299999723831813,,,,,
HISTORY,Step-2 Unload,0.11500000208616257,1.1150000020861626,-0.013275000266730785,-21.4688720703125,21.4688720703125,0.08850000177820525,,,,,
HISTORY,Step-2 Unload,0.16500000655651093,1.165000006556511,-0.012524999678134918,-17.65117073059082,17.65117073059082,0.08349999785423279,,,,,
HISTORY,Step-2 Unload,0.2150000035762787,1.2150000035762787,-0.011775000020861626,-13.85749626159668,13.85749626159668,0.07850000013907751,,,,,
HISTORY,Step-2 Unload,0.26499998569488525,1.2649999856948853,-0.011025000363588333,-10.134943008422852,10.134943008422852,0.07350000242392223,,,,,
HISTORY,Step-2 Unload,0.3149999976158142,1.3149999976158142,-0.010274999774992466,-6.970762252807617,6.970762252807617,0.06849999849994978,,,,,
HISTORY,Step-2 Unload,0.36500000953674316,1.3650000095367432,-0.009525000117719173,-4.287958145141602,4.287958145141602,0.0635000007847945,,,,,
HISTORY,Step-2 Unload,0.41499999165534973,1.4149999916553497,-0.008775000460445881,-2.6106395721435547,2.6106395721435547,0.058500003069639206,,,,,
HISTORY,Step-2 Unload,0.4650000035762787,1.4650000035762787,-0.008024999871850014,-1.4978235960006714,1.4978235960006714,0.05349999914566676,,,,,
HISTORY,Step-2 Unload,0.5149999856948853,1.5149999856948853,-0.007275000214576721,-1.1429811716079712,1.1429811716079712,0.048500001430511475,,,,,
HISTORY,Step-2 Unload,0.5649999976158142,1.5649999976158142,-0.006525000091642141,-0.969346284866333,0.969346284866333,0.04350000061094761,,,,,
