record_type,step_name,step_time,total_time,u2_mm,rf2_N,stress_avg_MPa,strain_eng,metric,value,unit,criterion_met,note
HISTORY,Step-1 Compression,0.0,0.0,0.0,-0.0,0.0,0.0,,,,,
HISTORY,Step-1 Compression,0.019999999552965164,0.019999999552965164,-0.0003000000142492354,-1.3364852666854858,1.3364852666854858,0.0020000000949949026,,,,,
HISTORY,Step-1 Compression,0.03999999910593033,0.03999999910593033,-0.0006000000284984708,-2.6728978157043457,2.6728978157043457,0.004000000189989805,,,,,
HISTORY,Step-1 Compression,0.07000000029802322,0.07000000029802322,-0.0010499999625608325,-4.683387756347656,4.683387756347656,0.00699999975040555,,,,,
HISTORY,Step-1 Compression,0.11500000208616257,0.11500000208616257,-0.001724999980069697,-7.7124528884887695,7.7124528884887695,0.011499999867131313,,,,,
HISTORY,Step-1 Compression,0.16500000655651093,0.16500000655651093,-0.002474999986588955,-10.869536399841309,10.869536399841309,0.016499999910593033,,,,,
HISTORY,Step-1 Compression,0.2150000035762787,0.2150000035762787,-0.0032250001095235348,-12.131452560424805,12.131452560424805,0.0215000007301569,,,,,
HISTORY,Step-1 Compression,0.26499998569488525,0.26499998569488525,-0.003975000232458115,-13.330780982971191,13.330780982971191,0.026500001549720764,,,,,
HISTORY,Step-1 Compression,0.3149999976158142,0.3149999976158142,-0.004724999889731407,-14.50153923034668,14.50153923034668,0.03149999926487605,,,,,
HISTORY,Step-1 Compression,0.36500000953674316,0.36500000953674316,-0.005475000012665987,-15.65275764465332,15.65275764465332,0.03650000008443992,,,,,
HISTORY,Step-1 Compression,0.41499999165534973,0.41499999165534973,-0.006225000135600567,-16.790918350219727,16.790918350219727,0.041500000904003784,,,,,
HISTORY,Step-1 Compression,0.4650000035762787,0.4650000035762787,-0.006974999792873859,-17.921239852905273,17.921239852905273,0.046499998619159065,,,,,
HISTORY,Step-1 Compression,0.5149999856948853,0.5149999856948853,-0.007724999915808439,-19.04850196838379,19.04850196838379,0.05149999943872293,,,,,
HISTORY,Step-1 Compression,0.5649999976158142,0.5649999976158142,-0.008475000038743019,-20.17486000061035,20.17486000061035,0.056500000258286796,,,,,
HISTORY,Step-1 Compression,0.6150000095367432,0.6150000095367432,-0.009224999696016312,-21.303604125976562,21.303604125976562,0.06149999797344208,,,,,
HISTORY,Step-1 Compression,0.6650000214576721,0.6650000214576721,-0.009975000284612179,-22.43684959411621,22.43684959411621,0.06650000189741453,,,,,
HISTORY,Step-1 Compression,0.7149999737739563,0.7149999737739563,-0.010724999941885471,-23.576295852661133,23.576295852661133,0.07149999961256981,,,,,
HISTORY,Step-1 Compression,0.7649999856948853,0.7649999856948853,-0.011474999599158764,-24.723297119140625,24.723297119140625,0.0764999973277251,,,,,
HISTORY,Step-1 Compression,0.8149999976158142,0.8149999976158142,-0.012225000187754631,-25.881296157836914,25.881296157836914,0.08150000125169754,,,,,
HISTORY,Step-1 Compression,0.8650000095367432,0.8650000095367432,-0.012974999845027924,-27.0520076751709,27.0520076751709,0.08649999896685283,,,,,
HISTORY,Step-1 Compression,0.9150000214576721,0.9150000214576721,-0.01372500043362379,-28.25015640258789,28.25015640258789,0.09150000289082527,,,,,
HISTORY,Step-1 Compression,0.9649999737739563,0.9649999737739563,-0.014475000090897083,-29.473220825195312,29.473220825195312,0.09650000060598056,,,,,
HISTORY,Step-1 Compression,1.0,1.0,-0.014999999664723873,-30.350383758544922,30.350383758544922,0.09999999776482582,,,,,
HISTORY,Step-2 Unload,0.0,1.0,-0.014999999664723873,-30.350383758544922,30.350383758544922,0.09999999776482582,,,,,
HISTORY,Step-2 Unload,0.019999999552965164,1.0199999995529652,-0.014700000174343586,-28.662254333496094,28.662254333496094,0.09800000116229057,,,,,
HISTORY,Step-2 Unload,0.03999999910593033,1.0399999991059303,-0.014399999752640724,-27.10624122619629,27.10624122619629,0.09599999835093817,,,,,
HISTORY,Step-2 Unload,0.07000000029802322,1.0700000002980232,-0.013949999585747719,-24.790056228637695,24.790056228637695,0.09299999723831813,,,,,
HISTORY,Step-2 Unload,0.11500000208616257,1.1150000020861626,-0.013275000266730785,-21.332603454589844,21.332603454589844,0.08850000177820525,,,,,
HISTORY,Step-2 Unload,0.16500000655651093,1.165000006556511,-0.012524999678134918,-17.514020919799805,17.514020919799805,0.08349999785423279,,,,,
HISTORY,Step-2 Unload,0.2150000035762787,1.2150000035762787,-0.011775000020861626,-13.719466209411621,13.719466209411621,0.07850000013907751,,,,,
HISTORY,Step-2 Unload,0.26499998569488525,1.2649999856948853,-0.011025000363588333,-10.003839492797852,10.003839492797852,0.07350000242392223,,,,,
HISTORY,Step-2 Unload,0.3149999976158142,1.3149999976158142,-0.010274999774992466,-6.856407165527344,6.856407165527344,0.06849999849994978,,,,,
HISTORY,Step-2 Unload,0.36500000953674316,1.3650000095367432,-0.009525000117719173,-4.176181793212891,4.176181793212891,0.0635000007847945,,,,,
