job_name,stabilization_factor,converged,maximum_abs_RF2_N,maximum_average_compressive_stress_MPa,minimum_total_thickness_compression_mm,residual_total_thickness_mm,residual_active_layer_thickness_mm,residual_al_collector_thickness_mm,maximum_active_layer_PEEQ,maximum_active_layer_Mises_MPa,maximum_al_collector_Mises_MPa,final_ALLPD_N_mm,final_ALLIE_N_mm,final_ALLSD_N_mm,ALLSD_over_ALLIE,ALLSD_over_ALLIE_below_1pct,residual_thickness_change_vs_2e_4_pct,maximum_RF2_change_vs_2e_4_pct,active_PEEQ_ratio_vs_2e_4,results_stable_vs_2e_4,failure_step,failure_increment,abaqus_error,selection_status,sweep_decision
Yang_Macro_TwoLayerElectrode_Compression,2e-4 (baseline),True,30.373329162597656,30.373329162597656,0.13526352008256157,0.1404000795513994,0.12342085039942075,0.016979229151978657,0.13276469707489014,24.914705276489258,179.8120574951172,0.1452726274728775,0.17058391869068146,0.008334102109074593,0.04885631760041084,False,0.0,0.0,1.0,True,,,,BASELINE,Recommended job: Yang_Macro_TwoLayerElectrode_Compression_NoStab
Yang_Macro_TwoLayerElectrode_Compression_Stab_1e_4,1e-4,True,30.35802459716797,30.35802459716797,0.1352633584466079,0.14035792733881886,0.12337906954681702,0.016978857792001825,0.13284723460674286,24.92708396911621,179.9369659423828,0.14530740678310394,0.1697043925523758,0.0052527072839438915,0.030952099736150027,False,0.030022926422290527,0.05038817229338777,1.0006216828243593,True,,,,NOT_ACCEPTABLE,Recommended job: Yang_Macro_TwoLayerElectrode_Compression_NoStab
Yang_Macro_TwoLayerElectrode_Compression_Stab_5e_5,5e-5,True,30.350383758544922,30.350383758544922,0.13526327769088536,0.14033422832476353,0.1233553928339927,0.016978835490770824,0.1328887939453125,24.933317184448242,179.99917602539062,0.14532597362995148,0.16948164999485016,0.0028594580944627523,0.01687178579244207,False,0.046902556498748096,0.07554458034514643,1.0009347128653663,True,,,,NOT_ACCEPTABLE,Recommended job: Yang_Macro_TwoLayerElectrode_Compression_NoStab
Yang_Macro_TwoLayerElectrode_Compression_NoStab,0 (disabled),True,30.342754364013672,30.342754364013672,0.13526319707415516,0.14031465110188152,0.1233356670117629,0.01697898409011859,0.13293050229549408,24.9395751953125,180.06117248535156,0.14537060260772705,0.1694389283657074,0.0,0.0,True,0.060846439539672,0.10066331030196983,1.001248865280131,True,,,,RECOMMENDED,Recommended job: Yang_Macro_TwoLayerElectrode_Compression_NoStab
