step,frame_index,step_time,total_time,top_u2_mm,top_rf2_N,max_cpress_MPa,max_compressive_PRESS_MPa,pevol_min,pevol_max,pevol_max_abs,avg_thickness_um,min_thickness_um,max_thickness_um,column_count,unloaded_zero_contact
Unload_Free,2,0.03999999910593033,2.0399999991059303,-0.012400000356137753,-810.6089477539062,163.89659118652344,186.3945770263672,-0.43403869308531284,0.007753212004899979,0.43403869308531284,137.65840772251346,137.62663718989643,137.66935255989665,121,False
Unload_Free,3,0.04749999940395355,2.0474999994039536,-0.01191249955445528,-675.0502319335938,141.51785278320312,169.5863494873047,-0.44390229415148497,0.007753210142254829,0.44390229415148497,138.13611605828513,138.1024112996272,138.14755352359498,121,False
Unload_Free,4,0.050312500447034836,2.050312500447035,-0.011729687452316284,-624.328369140625,133.77452087402344,160.67996215820312,-0.4472590908408165,0.007753212004899979,0.4472590908408165,138.31526650035866,138.28068651741887,138.3272890780063,121,False
Unload_Free,5,0.05453125014901161,2.0545312501490116,-0.011455468833446503,-548.3978271484375,121.47188568115234,143.94073740641275,-0.44946411065757275,0.007753210142254829,0.44946411065757275,138.5840006605013,138.54919574123414,138.59625620170846,121,False
Unload_Free,6,0.05611328035593033,2.0561132803559303,-0.011352636851370335,-519.9638061523438,116.86857604980469,136.5388412475586,-0.4498102329671383,0.007753212004899979,0.4498102329671383,138.68477847270412,138.65006142214042,138.69708718993934,121,False
Unload_Free,7,0.05848632752895355,2.0584863275289536,-0.011198388412594795,-477.3701171875,110.8674545288086,124.92036437988281,-0.44924921449273825,0.011724126525223255,0.44924921449273825,138.83595243079853,138.8014599251619,138.84887997119222,121,False
Unload_Free,8,0.059376221150159836,2.05937622115016,-0.011140545830130577,-461.4555358886719,109.20474243164062,120.71150461832683,-0.44903202541172504,0.01338411308825016,0.44903202541172504,138.89265046508785,138.85826091791387,138.90615329000866,121,False
Unload_Free,9,0.06071105971932411,2.060711059719324,-0.011053781025111675,-437.7298889160156,107.037841796875,115.4900614420573,-0.4488989468663931,0.015043926425278187,0.4488989468663931,138.97757600397733,138.912614864239,139.0026843364467,121,False
Unload_Free,10,0.06271331757307053,2.0627133175730705,-0.01092363428324461,-402.27716064453125,104.73286437988281,110.83851496378581,-0.44878328312188387,0.016992430668324232,0.44878328312188387,139.10488067142427,138.9718919963343,139.15541850292357,121,False
Unload_Free,11,0.06290102750062943,2.0629010275006294,-0.010911433026194572,-398.960693359375,104.55042266845703,110.90896479288737,-0.44875706918537617,0.0172190610319376,0.44875706918537617,139.11681730380505,138.97773702046834,139.16966490796767,121,False
Unload_Free,12,0.06290102750062943,2.0629010275006294,-0.010911433026194572,-398.960693359375,104.55042266845703,110.20519320170085,-0.44875706918537617,0.0172190610319376,0.44875706918537617,139.11681730380505,138.97773702046834,139.16966490796767,121,False
