step,frame_index,step_time_s,total_time_s,top_u2_mm,top_rf2_N,max_cpress_MPa,max_compressive_PRESS_MPa,pevol_min,pevol_max,pevol_max_abs,avg_thickness_um,min_thickness_um,max_thickness_um,column_count,unloaded_zero_contact
Compress_Down,34,0.015111501328647137,0.015111501328647137,-0.0007403999334201217,-205.60125732421875,39.76070785522461,14.80574083328247,0.000858212006278336,0.0020718020969070494,0.0020718020969070494,149.2538239033835,149.25380700151436,149.2538426828105,121,False
Compress_Down,35,0.015556362457573414,0.015556362457573414,-0.0008123012958094478,-226.9998016357422,42.76104736328125,15.990938901901245,0.0009575120348017663,0.0023544824216514826,0.0023544824216514826,149.19377825812683,149.1937630926259,149.19378579361364,121,False
Compress_Down,36,0.01600087247788906,0.01600087247788906,-0.0008689329260960221,-243.6055145263672,47.19693374633789,17.770878712336224,0.0011172193626407534,0.002724220685195178,0.002724220685195178,149.13107392552294,149.1310560668353,149.13109439658,121,False
Compress_Down,37,0.01644531823694706,0.01644531823694706,-0.0009275682969018817,-260.9488830566406,51.053672790527344,19.27350076039632,0.001264645077753812,0.003046210273168981,0.003046210273168981,149.06572666878367,149.06571904430166,149.0657436370384,121,False
Compress_Down,38,0.01688976399600506,0.01688976399600506,-0.0010091385338455439,-285.55096435546875,54.8308219909668,20.75252326329549,0.001381967682391405,0.003398109460249543,0.003398109460249543,148.99771744414224,148.9977040910162,148.9977347664535,121,False
Compress_Down,39,0.017334209755063057,0.017334209755063057,-0.0010729421628639102,-304.4154052734375,59.559234619140625,22.643407503763836,0.0015473806415684521,0.003768611350096762,0.003768611350096762,148.92706254156585,148.92705652164295,148.92707800026983,121,False
Compress_Down,40,0.017778655514121056,0.017778655514121056,-0.0011387316044420004,-323.8819580078125,63.886234283447266,24.338412761688232,0.0016992365126498044,0.00412082951515913,0.00412082951515913,148.85375677167306,148.85374053847045,148.8537688856013,121,False
Compress_Down,41,0.01822265423834324,0.01822265423834324,-0.0012300058733671904,-349.58355712890625,68.10344696044922,26.014216740926106,0.0018746991991065443,0.004540764493867755,0.004540764493867755,148.7778133730989,148.7777982838452,148.77782796975225,121,False
Compress_Down,42,0.01866726391017437,0.01866726391017437,-0.0013009505346417427,-370.56195068359375,73.43131256103516,28.103081385294598,0.0020506015280261636,0.004975602845661342,0.004975602845661342,148.6990609824896,148.69904896477237,148.6990782432258,121,False
Compress_Down,43,0.0191118735820055,0.0191118735820055,-0.0013740204740315676,-392.2042236328125,78.90049743652344,30.248885949452717,0.002233305189292878,0.005432293051853776,0.005432293051853776,148.61767847535455,148.61766173271462,148.61769351409748,121,False
Compress_Down,44,0.019556483253836632,0.019556483253836632,-0.001474731951020658,-422.99603271484375,82.73969268798828,31.87931489944458,0.0023448352585546672,0.005884204292669892,0.005884204292669892,148.53367995237932,148.5336606274359,148.53369601769373,121,False
Compress_Down,45,0.020000098273158073,0.020000098273158073,-0.0015527118230238557,-446.1109619140625,88.41825866699219,34.190885384877525,0.0026173830265179276,0.006344557739794254,0.006344557739794254,148.44729053193302,148.44727562740445,148.44730764161795,121,False
Compress_Down,46,0.02044462412595749,0.02044462412595749,-0.0016329755308106542,-469.6857604980469,93.54325866699219,36.211644331614174,0.0027305285329930484,0.0068731221836060286,0.0068731221836060286,148.3581448276912,148.35813833633438,148.35815620608628,121,False
Compress_Down,47,0.020889397710561752,0.020889397710561752,-0.0017431412125006318,-501.884033203125,99.34801483154297,38.64229234059652,0.0029363903449848294,0.007424496579915285,0.007424496579915285,148.266241731303,148.26622500550002,148.26625731075183,121,False
Compress_Down,48,0.021334167569875717,0.021334167569875717,-0.0018282018136233091,-527.017822265625,104.61231231689453,40.71525637308756,0.0031377499690279365,0.00788383511826396,0.00788383511826396,148.1718048217614,148.171788896434,148.1718171853572,121,False
Compress_Down,49,0.021777944639325142,0.021777944639325142,-0.0019152879249304533,-552.8860473632812,110.433349609375,42.98175239562988,0.0033128511859104037,0.008361086947843432,0.008361086947843432,148.0750968455614,148.07508781086653,148.0751124327071,121,False
Compress_Down,50,0.022222714498639107,0.022222714498639107,-0.002034437609836459,-588.1643676757812,116.79862976074219,45.556721687316895,0.0035192189970985055,0.008972035255283117,0.008972035255283117,147.9756911333327,147.97567145433277,147.97571243252605,121,False
Compress_Down,51,0.022667046636343002,0.022667046636343002,-0.0021261521615087986,-615.354736328125,123.13736724853516,48.12649361292521,0.003789109527133405,0.00950874388217926,0.00950874388217926,147.87385616670863,147.873836918734,147.8738704463467,121,False
Compress_Down,52,0.023111972957849503,0.023111972957849503,-0.0022200397215783596,-643.322509765625,129.8470458984375,50.67003790537516,0.003987977048382163,0.010026687989011407,0.010026687989011407,147.76938375901463,147.76936662383378,147.7694003842771,121,False
Compress_Down,53,0.023555908352136612,0.023555908352136612,-0.002348051406443119,-681.7764282226562,136.6232147216797,53.46343835194906,0.004183940123766661,0.010636983439326286,0.010636983439326286,147.6627962455954,147.66278490424156,147.6628161035478,121,False
Compress_Down,54,0.024000834673643112,0.024000834673643112,-0.0024463755544275045,-710.8959350585938,143.7973175048828,55.86107985178629,0.004462444572709501,0.011200845940038562,0.011200845940038562,147.55362935348853,147.55361038260162,147.55365019664168,121,False
Compress_Down,55,0.024444669485092163,0.024444669485092163,-0.0025463015772402287,-740.8405151367188,150.12062072753906,58.83929951985677,0.004657828249037266,0.011865194421261549,0.011865194421261549,147.4424308543055,147.44241419248283,147.44244841858745,121,False
Compress_Down,56,0.024889765307307243,0.024889765307307243,-0.0026827682740986347,-781.1671142578125,157.1287078857422,61.67006746927897,0.004895469872280955,0.012534852605313063,0.012534852605313063,147.32849528274136,147.3284801468253,147.3285120446235,121,False
Compress_Down,57,0.02533385530114174,0.02533385530114174,-0.0027873865328729153,-812.1504516601562,165.23373413085938,64.19612693786621,0.005152754834853113,0.01309155859053135,0.01309155859053135,147.21261646429247,147.21259730868042,147.21262967213988,121,False
Compress_Down,58,0.025777945294976234,0.025777945294976234,-0.0028934841975569725,-843.86767578125,171.73280334472656,66.83266735076904,0.005412211176007986,0.01362330699339509,0.01362330699339509,147.09459206335677,147.09458616562188,147.094605024904,121,False
Compress_Down,59,0.026222746819257736,0.026222746819257736,-0.0030379476957023144,-887.4510498046875,178.7173614501953,69.90646934509277,0.0056994002079591155,0.014372432604432106,0.014372432604432106,146.97421340210255,146.97419595904648,146.97422599419951,121,False
Compress_Down,60,0.02666698954999447,0.02666698954999447,-0.0031482302583754063,-920.3045654296875,186.4286346435547,72.73794174194336,0.005915323039516807,0.015071991831064224,0.015071991831064224,146.8517701295474,146.85175172053277,146.85179060325027,121,False
Compress_Down,61,0.027111230418086052,0.027111230418086052,-0.0032601282000541687,-954.0225830078125,194.77557373046875,75.90517044067383,0.006289609940722585,0.01578115625306964,0.01578115625306964,146.7273454951538,146.72732795588672,146.7273565940559,121,False
Compress_Down,62,0.027556458488106728,0.027556458488106728,-0.00341205345466733,-998.9491577148438,201.9292449951172,79.53668975830078,0.0064782456029206514,0.016496391966938972,0.016496391966938972,146.60069350661203,146.60067786462605,146.6006999835372,121,False
Compress_Down,63,0.028000226244330406,0.028000226244330406,-0.003527564462274313,-1033.4168701171875,210.43612670898438,82.85779984792073,0.006774665787816048,0.01705657271668315,0.01705657271668315,146.4724388427663,146.47242310456932,146.47245779633522,121,False
Compress_Down,64,0.02844461426138878,0.02844461426138878,-0.00364483380690217,-1068.60205078125,217.8302459716797,85.91278998057048,0.007040936499834061,0.017819762229919434,0.017819762229919434,146.342082807317,146.3420637883246,146.34209033101797,121,False
Compress_Down,65,0.02888900227844715,0.02888900227844715,-0.0038033195305615664,-1116.7119140625,226.81637573242188,89.55993779500325,0.007368856808170676,0.018715576734393835,0.018715576734393835,146.20996313939287,146.20994287543,146.2099808268249,121,False
Compress_Down,66,0.02933422476053238,0.02933422476053238,-0.003924169577658176,-1153.09423828125,236.22039794921875,92.4252332051595,0.007853608811274171,0.01926968153566122,0.01926968153566122,146.07583754311108,146.07582590542734,146.07585384510458,121,False
Compress_Down,67,0.029778756201267242,0.029778756201267242,-0.004046062007546425,-1189.6016845703125,243.90855407714844,95.15092023213704,0.007913206238299608,0.020037811249494553,0.020037811249494553,145.94005016140517,145.94003185629845,145.94007027335465,121,False
Compress_Down,68,0.030222304165363312,0.030222304165363312,-0.00421107467263937,-1238.60546875,252.31967163085938,99.23645782470703,0.008130509406328201,0.020787715911865234,0.020787715911865234,145.80299673132475,145.8029814530164,145.80301311798394,121,False
Compress_Down,69,0.030666835606098175,0.030666835606098175,-0.0043358816765248775,-1276.5150146484375,260.2196960449219,102.46693356831868,0.00857682409696281,0.021446943283081055,0.021446943283081055,145.6641248669783,145.66411008127034,145.66414174623787,121,False
Compress_Down,70,0.031111694872379303,0.031111694872379303,-0.004462479148060083,-1314.5599365234375,269.2306823730469,106.29684448242188,0.008836777415126562,0.02229125890880823,0.02229125890880823,145.52348789235592,145.5234771128744,145.5235027242452,121,False
Compress_Down,71,0.03155648335814476,0.03155648335814476,-0.004632711876183748,-1366.0189208984375,279.0154113769531,109.17345428466797,0.009119337191805243,0.02304848935455084,0.02304848935455084,145.38148087295434,145.38146369159222,145.3815004788339,121,False
Compress_Down,72,0.03200031444430351,0.03200031444430351,-0.004761871416121721,-1405.041259765625,289.86376953125,113.06750361124675,0.009413776453584433,0.023690074682235718,0.023690074682235718,145.23813231801998,145.23812499828637,145.23815317079425,121,False
Compress_Down,73,0.03244512155652046,0.03244512155652046,-0.004892047494649887,-1444.4022216796875,298.83056640625,116.77696100870769,0.009772385703399777,0.024615134112536907,0.024615134112536907,145.0932246213394,145.09320934303105,145.09323192760348,121,False
Compress_Down,74,0.032888948917388916,0.032888948917388916,-0.005067409481853247,-1497.77685546875,308.0782775878906,120.76264190673828,0.010086074005812407,0.02551467902958393,0.02551467902958393,144.947461216241,144.94744432158768,144.94747598655522,121,False
Compress_Down,75,0.033333756029605865,0.033333756029605865,-0.0051997206173837185,-1537.6695556640625,317.5139465332031,123.9612528483073,0.010329857701435685,0.02632380835711956,0.02632380835711956,144.80028361705524,144.8002674151212,144.80030280537903,121,False
Compress_Down,76,0.033778563141822815,0.033778563141822815,-0.005332871340215206,-1578.1802978515625,324.214111328125,127.49691200256348,0.01063164253719151,0.027122979052364826,0.027122979052364826,144.65206866306522,144.65205208398402,144.65208491310477,121,False
Compress_Down,77,0.034222327172756195,0.034222327172756195,-0.00551194790750742,-1632.63623046875,333.3612365722656,131.76275825500488,0.01106125395745039,0.028060346841812134,0.028060346841812134,144.50322010184922,144.50320205651224,144.50323465280235,121,False
Compress_Down,78,0.03466746211051941,0.03466746211051941,-0.005647500045597553,-1673.1048583984375,343.1416015625,134.70389366149902,0.011270669754594564,0.028641956858336926,0.028641956858336926,144.35251098903558,144.35249590314925,144.35251732356846,121,False
Compress_Down,79,0.035111553966999054,0.035111553966999054,-0.005783394910395145,-1714.971923828125,352.42315673828125,139.52357546488443,0.011572463205084205,0.029637671075761318,0.029637671075761318,144.2012855694591,144.20126611366868,144.20130057260394,121,False
Compress_Down,80,0.0355556458234787,0.0355556458234787,-0.00596604822203517,-1770.4378662109375,362.8516845703125,142.7110970815023,0.01191630307585001,0.03062750305980444,0.03062750305980444,144.04936201200812,144.04934248887002,144.04937508516014,121,False
Compress_Down,81,0.03600071370601654,0.03600071370601654,-0.006103587336838245,-1812.19677734375,373.3096618652344,146.36605580647787,0.012225655373185873,0.03144571464508772,0.03144571464508772,143.89641556988877,143.8963997643441,143.89643096365035,121,False
Compress_Down,82,0.036444805562496185,0.036444805562496185,-0.00624127546325326,-1854.408935546875,384.5282897949219,150.14009221394858,0.012552878353744745,0.03220313414931297,0.03220313414931297,143.74322350490993,143.74320558272302,143.7432407401502,121,False
Compress_Down,83,0.03688953071832657,0.03688953071832657,-0.006426055915653706,-1910.75048828125,396.45440673828125,154.7788988749186,0.012938575819134712,0.03307739645242691,0.03307739645242691,143.5891755467881,143.5891615692526,143.589194631204,121,False
Compress_Down,84,0.03733387961983681,0.03733387961983681,-0.006565638817846775,-1953.3218994140625,406.719970703125,158.8287150065104,0.013332837261259556,0.03388401214033365,0.03388401214033365,143.43436067146519,143.4343543369323,143.4343778528273,121,False
Compress_Down,85,0.03777822107076645,0.03777822107076645,-0.006705180741846561,-1996.094970703125,415.33441162109375,162.5079116821289,0.01358014764264226,0.03484078124165535,0.03484078124165535,143.2791880451235,143.27917178161442,143.27920228242874,121,False
Compress_Down,86,0.03822256252169609,0.03822256252169609,-0.00689193420112133,-2053.61865234375,422.49609375,165.31438000996908,0.014004947151988745,0.0355988759547472,0.0355988759547472,143.12372225998664,143.12370214611292,143.12373055145144,121,False
Compress_Down,87,0.03866690397262573,0.03866690397262573,-0.007031948771327734,-2096.645751953125,432.70477294921875,169.9344482421875,0.014585762284696102,0.036706190556287766,0.036706190556287766,142.96805081419524,142.9680350702256,142.96807092614472,121,False
Compress_Down,88,0.039111245423555374,0.039111245423555374,-0.007172401994466782,-2139.6552734375,442.99676513671875,173.28867530822754,0.014733980409801006,0.037446336820721626,0.037446336820721626,142.81225160018286,142.8122352808714,142.81226717866957,121,False
Compress_Down,89,0.03955603018403053,0.03955603018403053,-0.007359662093222141,-2196.9365234375,452.99017333984375,177.70006116231283,0.014953880570828915,0.0384113984182477,0.0384113984182477,142.6560275799264,142.6560077816248,142.6560387481004,121,False
Compress_Down,90,0.04000060632824898,0.04000060632824898,-0.007500487845391035,-2240.54638671875,462.2078552246094,180.81507619222006,0.015380019322037697,0.038941835053265095,0.038941835053265095,142.49951329490185,142.49949832446873,142.4995311535895,121,False
Compress_Down,91,0.04044518247246742,0.04044518247246742,-0.0076412237249314785,-2284.054931640625,471.4478759765625,185.9898796081543,0.01590991858392954,0.03987766429781914,0.03987766429781914,142.3431116306369,142.3430957365781,142.3431176226586,121,False
Compress_Down,92,0.04088975861668587,0.04088975861668587,-0.007828406989574432,-2341.13671875,482.1791687011719,189.34505081176758,0.016053455881774426,0.04084731079638004,0.04084731079638004,142.18689481466086,142.18687592074275,142.18690851703286,121,False
Compress_Down,93,0.04133336618542671,0.04133336618542671,-0.007968718186020851,-2384.381103515625,495.27655029296875,193.43248240152994,0.016381034161895514,0.04161959793418646,0.04161959793418646,142.03128168621092,142.03127520158887,142.03129382804036,121,False
Compress_Down,94,0.04177794232964516,0.04177794232964516,-0.008108790963888168,-2427.9521484375,505.5578918457031,197.3077392578125,0.016588248312473297,0.04246984049677849,0.04246984049677849,141.87564656969684,141.8756302446127,141.8756591156125,121,False
Compress_Down,95,0.042223010212183,0.042223010212183,-0.008295457810163498,-2485.529296875,515.6265869140625,201.4335962931315,0.017055694013834,0.04334999434649944,0.04334999434649944,141.72007844683307,141.7200597934425,141.72010030597448,121,False
Compress_Down,96,0.04266684129834175,0.04266684129834175,-0.008435017429292202,-2529.28173828125,525.2861938476562,205.2552490234375,0.01749167963862419,0.044233523309230804,0.044233523309230804,141.564995843209,141.5649764239788,141.5650132112205,121,False
Compress_Down,97,0.043111637234687805,0.043111637234687805,-0.008574441075325012,-2572.537841796875,535.63232421875,209.34273529052734,0.017758918460458517,0.04524119570851326,0.04524119570851326,141.4101418677317,141.4101356640458,141.41015661880374,121,False
Compress_Down,98,0.04355643317103386,0.04355643317103386,-0.008759425953030586,-2629.74267578125,549.1210327148438,214.40490214029947,0.018289867788553238,0.046089788898825645,0.046089788898825645,141.25593073573734,141.25592354685068,141.25594682991505,121,False
Compress_Down,99,0.04400026425719261,0.04400026425719261,-0.008897216990590096,-2672.242919921875,557.3760986328125,217.62919743855795,0.018437703140079975,0.04718609340488911,0.04718609340488911,141.10278331266701,141.10276522114873,141.10279502347112,121,False
Compress_Down,100,0.044445060193538666,0.044445060193538666,-0.009034710936248302,-2714.75927734375,565.8318481445312,221.1866086324056,0.018653723411262035,0.04777025058865547,0.04777025058865547,140.95009911866967,140.95008093863726,140.95011539757252,121,False
Compress_Down,101,0.044889580458402634,0.044889580458402634,-0.009217167273163795,-2771.80908203125,574.0897216796875,224.9644978841146,0.01932809455320239,0.04870366491377354,0.04870366491377354,140.7979421610059,140.79792704433203,140.79795498400927,121,False
Compress_Down,102,0.0453336201608181,0.0453336201608181,-0.009353302419185638,-2814.1044921875,583.2507934570312,229.21556854248047,0.01948418142274022,0.049450960010290146,0.049450960010290146,140.6467039953948,140.64668398350477,140.64672496169806,121,False
Compress_Down,103,0.04577862098813057,0.04577862098813057,-0.009488612413406372,-2856.20849609375,594.9009399414062,232.57290903727213,0.01971336593851447,0.05045055411756039,0.05045055411756039,140.49616501443396,140.49614500254393,140.49617107957602,121,False
Compress_Down,104,0.046222660690546036,0.046222660690546036,-0.00966777466237545,-2912.720703125,605.0653686523438,236.49409103393555,0.020061297807842493,0.05106817185878754,0.05106817185878754,140.34701855314418,140.34700393676758,140.34703839570284,121,False
Compress_Down,105,0.0466667003929615,0.0466667003929615,-0.00980099942535162,-2954.47119140625,613.8344116210938,240.27452596028647,0.020595322363078594,0.0519114937633276,0.0519114937633276,140.19900476483028,140.1989832520485,140.19902143627405,121,False
Compress_Down,106,0.04711170122027397,0.04711170122027397,-0.009933538734912872,-2995.60400390625,626.6526489257812,244.54061889648438,0.0207742927595973,0.05286906845867634,0.05286906845867634,140.05191583371112,140.0519097223878,140.05193021148443,121,False
Compress_Down,107,0.04755566641688347,0.04755566641688347,-0.010108652524650097,-3050.699462890625,634.755126953125,247.64898173014322,0.020894501358270645,0.0535587202757597,0.0535587202757597,139.90608605071287,139.90607112646103,139.90609254688025,121,False
Compress_Down,108,0.04800085723400116,0.04800085723400116,-0.010238703340291977,-3091.485595703125,645.9371337890625,252.06201299031576,0.021418908145278692,0.0544727947562933,0.0544727947562933,139.76098568571254,139.76097106933594,139.76099248975515,121,False
Compress_Down,109,0.048445090651512146,0.048445090651512146,-0.010367918759584427,-3131.59130859375,654.0388793945312,255.29982884724936,0.021560293156653643,0.055148616433143616,0.055148616433143616,139.61763663817783,139.61762469261885,139.61765076965094,121,False
Compress_Down,110,0.04888932406902313,0.04888932406902313,-0.010538222268223763,-3185.1689453125,665.69873046875,259.72485733032227,0.02191241132095456,0.056325871497392654,0.056325871497392654,139.47577056405711,139.47575353085995,139.4757917150855,121,False
Compress_Down,111,0.04933355748653412,0.04933355748653412,-0.010664546862244606,-3225.01513671875,674.734619140625,263.68819427490234,0.02252011513337493,0.05678282864391804,0.05678282864391804,139.33546135340595,139.33544419705868,139.3354767933488,121,False
Compress_Down,112,0.049777790904045105,0.049777790904045105,-0.010789567604660988,-3264.375,681.2905883789062,266.36465581258136,0.02252011513337493,0.05758133716881275,0.05758133716881275,139.1967613450136,139.19674698263407,139.19677585363388,121,False
Compress_Down,113,0.0502227246761322,0.0502227246761322,-0.010954061523079872,-3315.599365234375,692.108154296875,270.190678914388,0.022973386105149984,0.05832573398947716,0.05832573398947716,139.05944671358696,139.0594271942973,139.0594644472003,121,False
Compress_Down,114,0.05066720396280289,0.05066720396280289,-0.01107643824070692,-3354.678955078125,701.7721557617188,273.6142883300781,0.02312143426388502,0.0590783916413784,0.0590783916413784,138.92357121414142,138.92356120049953,138.92358634620905,121,False
Compress_Down,115,0.0511116161942482,0.0511116161942482,-0.011197075247764587,-3392.874267578125,712.7105102539062,278.23083241780597,0.023750214837491512,0.059935808181762695,0.059935808181762695,138.78948970366855,138.78947775810957,138.7895094230771,121,False
Compress_Down,116,0.05155602842569351,0.05155602842569351,-0.011355681344866753,-3442.63232421875,719.3706665039062,280.665278116862,0.023811579681932926,0.06061810255050659,0.06061810255050659,138.65727157724544,138.65725230425596,138.65728490054607,121,False
Compress_Down,117,0.052000440657138824,0.052000440657138824,-0.011473034508526325,-3480.153564453125,726.5957641601562,283.82480875651044,0.02396013494580984,0.06145819276571274,0.06145819276571274,138.5269766858171,138.52695934474468,138.5269919410348,121,False
Compress_Down,118,0.05244485288858414,0.05244485288858414,-0.01158851757645607,-3516.916748046875,735.2745971679688,287.8739242553711,0.024667110294103622,0.06210467219352722,0.06210467219352722,138.39863181452858,138.39861564338207,138.39864451438189,121,False
Compress_Down,119,0.05288926512002945,0.05288926512002945,-0.011740319430828094,-3564.473876953125,746.9324340820312,291.429926554362,0.02478751167654991,0.06272073462605476,0.06272073462605476,138.27230802098336,138.27228639274836,138.27232643961906,121,False
