step,frame_index,step_time,total_time,top_u2_mm,top_rf2_N,max_cpress_MPa,max_compressive_PRESS_MPa,pevol_min,pevol_max,pevol_max_abs,avg_thickness_um,min_thickness_um,max_thickness_um,column_count,unloaded_zero_contact
Hold_135um,3,0.30000001192092896,1.300000011920929,-0.014999999664723873,-1541.3306884765625,259.2893371582031,207.52322896321616,-0.3984819147735834,0.007712428458034992,0.3984819147735834,135.11074635234837,135.05061529576778,135.11244546316448,121,False
Hold_135um,4,0.4000000059604645,1.4000000059604645,-0.014999999664723873,-1541.3306884765625,259.2893371582031,207.52322387695312,-0.3984819147735834,0.007712428458034992,0.3984819147735834,135.11074635237844,135.05061529576778,135.11244546316448,121,False
Hold_135um,5,0.550000011920929,1.550000011920929,-0.014999999664723873,-1541.3306884765625,259.2893371582031,207.52322387695312,-0.3984819147735834,0.007712428458034992,0.3984819147735834,135.11074635243858,135.05061529576778,135.11244546316448,121,False
Hold_135um,6,0.75,1.75,-0.014999999664723873,-1541.3306884765625,259.2893371582031,207.52322387695312,-0.3984819147735834,0.007712428458034992,0.3984819147735834,135.11074635243858,135.05061529576778,135.11244546316448,121,False
Hold_135um,7,0.949999988079071,1.949999988079071,-0.014999999664723873,-1541.3306884765625,259.2893371582031,207.52322387695312,-0.3984819147735834,0.007712428458034992,0.3984819147735834,135.11074635243858,135.05061529576778,135.11244546316448,121,False
Hold_135um,8,1.0,2.0,-0.014999999664723873,-1541.3306884765625,259.2893371582031,207.52322387695312,-0.3984819147735834,0.007712428458034992,0.3984819147735834,135.11074635243858,135.05061529576778,135.11244546316448,121,False
Unload_Free,0,0.0,2.0,-0.014999999664723873,-1541.3306884765625,0.0,207.52322387695312,-0.3984819147735834,0.007712428458034992,0.3984819147735834,135.11074635243858,135.05061529576778,135.11244546316448,121,False
Unload_Free,1,0.019999999552965164,2.019999999552965,-0.013700000010430813,-0.0,0.0,205.31929524739584,-0.3984819147735834,0.007712428458034992,0.3984819147735834,135.21817117572397,135.12796442955732,135.22148416814161,121,True
Unload_Free,2,0.03999999910593033,2.0399999991059303,-0.012400000356137753,-0.0,0.0,203.10650634765625,-0.398481884971261,0.007712428458034992,0.398481884971261,135.32622276424948,135.20577549934387,135.3311866041622,121,True
Unload_Free,3,0.04749999940395355,2.0474999994039536,-0.01191249955445528,-0.0,0.0,202.27538045247397,-0.3984819445759058,0.007712428458034992,0.3984819445759058,135.36667501171937,135.23526769131422,135.37224842002615,121,True
Unload_Free,4,0.05874999985098839,2.0587499998509884,-0.011181250214576721,-0.0,0.0,201.02483622233072,-0.398481884971261,0.0077124303206801414,0.398481884971261,135.42730141708782,135.28000470250845,135.43378096073866,121,True
Unload_Free,5,0.05874999985098839,2.0587499998509884,-0.011181250214576721,-0.0,0.0,-0.0,-0.398481884971261,0.0077124303206801414,0.398481884971261,135.42730141708782,135.28000470250845,135.43378096073866,121,True
