nodeLabel,x_mm,y_mm,z_mm,CPRESS_MPa
821,45.0,0.0,3.2857144,0.0
822,45.0,0.0,2.7142856,0.0
823,45.0,0.0,2.142857,0.0
824,45.0,0.0,1.5714285,0.0
825,42.5,0.0,4.428571,0.0
826,42.5,0.0,3.857143,0.0
827,42.5,0.0,3.2857144,0.0
828,42.5,0.0,2.7142856,0.0
829,42.5,0.0,2.142857,0.0
830,42.5,0.0,1.5714285,0.0
831,40.0,0.0,4.428571,0.0
832,40.0,0.0,3.857143,0.0
833,40.0,0.0,3.2857144,0.0
834,40.0,0.0,2.7142856,0.0
835,40.0,0.0,2.142857,0.0
836,40.0,0.0,1.5714285,0.0
837,37.5,0.0,4.428571,0.0
838,37.5,0.0,3.857143,0.0
839,37.5,0.0,3.2857144,0.0
840,37.5,0.0,2.7142856,0.0
841,37.5,0.0,2.142857,0.0
842,37.5,0.0,1.5714285,0.0
843,35.0,0.0,4.428571,0.0
844,35.0,0.0,3.857143,0.0
845,35.0,0.0,3.2857144,0.0
846,35.0,0.0,2.7142856,0.0
847,35.0,0.0,2.142857,0.0
848,35.0,0.0,1.5714285,0.0
849,32.5,0.0,4.428571,0.0
850,32.5,0.0,3.857143,0.0
851,32.5,0.0,3.2857144,0.0
852,32.5,0.0,2.7142856,0.0
853,32.5,0.0,2.142857,0.0
854,32.5,0.0,1.5714285,0.0
855,30.0,0.0,4.428571,0.0
856,30.0,0.0,3.857143,0.0
857,30.0,0.0,3.2857144,0.0
858,30.0,0.0,2.7142856,0.0
859,30.0,0.0,2.142857,0.0
860,30.0,0.0,1.5714285,0.0
861,27.5,0.0,4.428571,0.0
862,27.5,0.0,3.857143,0.0
863,27.5,0.0,3.2857144,0.0
864,27.5,0.0,2.7142856,0.0
865,27.5,0.0,2.142857,0.0
866,27.5,0.0,1.5714285,0.0
867,25.0,0.0,4.428571,0.0
868,25.0,0.0,3.857143,0.0
869,25.0,0.0,3.2857144,0.0
870,25.0,0.0,2.7142856,0.0
871,25.0,0.0,2.142857,0.0
872,25.0,0.0,1.5714285,0.0
873,22.5,0.0,4.428571,0.0
874,22.5,0.0,3.857143,0.0
875,22.5,0.0,3.2857144,0.0
876,22.5,0.0,2.7142856,0.0
877,22.5,0.0,2.142857,0.0
878,22.5,0.0,1.5714285,0.0
879,20.0,0.0,4.428571,0.0
880,20.0,0.0,3.857143,0.0
881,20.0,0.0,3.2857144,0.0
882,20.0,0.0,2.7142856,0.0
883,20.0,0.0,2.142857,0.0
884,20.0,0.0,1.5714285,0.0
885,17.5,0.0,4.428571,0.0
886,17.5,0.0,3.857143,0.0
887,17.5,0.0,3.2857144,0.0
888,17.5,0.0,2.7142856,0.0
889,17.5,0.0,2.142857,0.0
890,17.5,0.0,1.5714285,0.0
891,15.0,0.0,4.428571,0.0
892,15.0,0.0,3.857143,0.0
893,15.0,0.0,3.2857144,0.0
894,15.0,0.0,2.7142856,0.0
895,15.0,0.0,2.142857,0.0
896,15.0,0.0,1.5714285,0.0
897,12.5,0.0,4.428571,0.0
898,12.5,0.0,3.857143,0.0
899,12.5,0.0,3.2857144,0.0
900,12.5,0.0,2.7142856,0.0
901,12.5,0.0,2.142857,0.0
902,12.5,0.0,1.5714285,0.0
903,10.0,0.0,4.428571,0.0
904,10.0,0.0,3.857143,0.0
905,10.0,0.0,3.2857144,0.0
906,10.0,0.0,2.7142856,0.0
907,10.0,0.0,2.142857,0.0
908,10.0,0.0,1.5714285,0.0
909,7.5,0.0,4.428571,0.0
910,7.5,0.0,3.857143,0.0
911,7.5,0.0,3.2857144,0.0
912,7.5,0.0,2.7142856,0.0
913,7.5,0.0,2.142857,0.0
914,7.5,0.0,1.5714285,0.0
915,5.0,0.0,4.428571,0.0
916,5.0,0.0,3.857143,0.0
917,5.0,0.0,3.2857144,0.0
918,5.0,0.0,2.7142856,0.0
919,5.0,0.0,2.142857,0.0
920,5.0,0.0,1.5714285,0.0
921,2.5,0.0,4.428571,0.0
922,2.5,0.0,3.857143,0.0
923,2.5,0.0,3.2857144,0.0
924,2.5,0.0,2.7142856,0.0
925,2.5,0.0,2.142857,0.0
926,2.5,0.0,1.5714285,0.0
1079,50.0,0.12,11.0,0.0
1080,50.0,0.09,11.0,0.0
1081,50.0,0.06,11.0,0.0
1082,50.0,0.03,11.0,0.0
1083,50.0,0.12,9.5,0.0
1084,50.0,0.09,9.5,0.0
1085,50.0,0.06,9.5,0.0
1086,50.0,0.03,9.5,0.0
1087,50.0,0.12,8.0,0.0
1088,50.0,0.09,8.0,0.0
1089,50.0,0.06,8.0,0.0
1090,50.0,0.03,8.0,0.0
1091,50.0,0.12,6.5,0.0
1092,50.0,0.09,6.5,0.0
1093,50.0,0.06,6.5,0.0
1094,50.0,0.03,6.5,0.0
1095,0.0,0.12,11.0,0.0
1096,0.0,0.09,11.0,0.0
1097,0.0,0.06,11.0,0.0
1098,0.0,0.03,11.0,0.0
1099,0.0,0.12,9.5,0.0
1100,0.0,0.09,9.5,0.0
1101,0.0,0.06,9.5,0.0
1102,0.0,0.03,9.5,0.0
1103,0.0,0.12,8.0,0.0
1104,0.0,0.09,8.0,0.0
1105,0.0,0.06,8.0,0.0
1106,0.0,0.03,8.0,0.0
1107,0.0,0.12,6.5,0.0
1108,0.0,0.09,6.5,0.0
1109,0.0,0.06,6.5,0.0
1110,0.0,0.03,6.5,0.0
1111,47.5,0.15,11.0,0.0
1112,47.5,0.15,9.5,0.0
1113,47.5,0.15,8.0,0.0
1114,47.5,0.15,6.5,0.0
1115,45.0,0.15,11.0,0.0
1116,45.0,0.15,9.5,0.0
1117,45.0,0.15,8.0,0.0
1118,45.0,0.15,6.5,0.0
1119,42.5,0.15,11.0,0.0
1120,42.5,0.15,9.5,0.0
1121,42.5,0.15,8.0,0.0
1122,42.5,0.15,6.5,0.0
1123,40.0,0.15,11.0,0.0
1124,40.0,0.15,9.5,0.0
1125,40.0,0.15,8.0,0.0
1126,40.0,0.15,6.5,0.0
1127,37.5,0.15,11.0,0.0
1128,37.5,0.15,9.5,0.0
1129,37.5,0.15,8.0,0.0
1130,37.5,0.15,6.5,0.0
1131,35.0,0.15,11.0,0.0
1132,35.0,0.15,9.5,0.0
1133,35.0,0.15,8.0,0.0
1134,35.0,0.15,6.5,0.0
1135,32.5,0.15,11.0,0.0
1136,32.5,0.15,9.5,0.0
1137,32.5,0.15,8.0,0.0
1138,32.5,0.15,6.5,0.0
1139,30.0,0.15,11.0,0.0
1140,30.0,0.15,9.5,0.0
1141,30.0,0.15,8.0,0.0
1142,30.0,0.15,6.5,0.0
1143,27.5,0.15,11.0,0.0
1144,27.5,0.15,9.5,0.0
1145,27.5,0.15,8.0,0.0
1146,27.5,0.15,6.5,0.0
1147,25.0,0.15,11.0,0.0
1148,25.0,0.15,9.5,0.0
1149,25.0,0.15,8.0,0.0
1150,25.0,0.15,6.5,0.0
1151,22.5,0.15,11.0,0.0
1152,22.5,0.15,9.5,0.0
1153,22.5,0.15,8.0,0.0
1154,22.5,0.15,6.5,0.0
1155,20.0,0.15,11.0,0.0
1156,20.0,0.15,9.5,0.0
1157,20.0,0.15,8.0,0.0
1158,20.0,0.15,6.5,0.0
1159,17.5,0.15,11.0,0.0
1160,17.5,0.15,9.5,0.0
1161,17.5,0.15,8.0,0.0
1162,17.5,0.15,6.5,0.0
1163,15.0,0.15,11.0,0.0
1164,15.0,0.15,9.5,0.0
1165,15.0,0.15,8.0,0.0
1166,15.0,0.15,6.5,0.0
1167,12.5,0.15,11.0,0.0
1168,12.5,0.15,9.5,0.0
1169,12.5,0.15,8.0,0.0
1170,12.5,0.15,6.5,0.0
1171,10.0,0.15,11.0,0.0
1172,10.0,0.15,9.5,0.0
1173,10.0,0.15,8.0,0.0
1174,10.0,0.15,6.5,0.0
1175,7.5,0.15,11.0,0.0
1176,7.5,0.15,9.5,0.0
1177,7.5,0.15,8.0,0.0
1178,7.5,0.15,6.5,0.0
1179,5.0,0.15,11.0,0.0
1180,5.0,0.15,9.5,0.0
1181,5.0,0.15,8.0,0.0
1182,5.0,0.15,6.5,0.0
1183,2.5,0.15,11.0,0.0
1184,2.5,0.15,9.5,0.0
1185,2.5,0.15,8.0,0.0
1186,2.5,0.15,6.5,0.0
1187,47.5,0.0,11.0,0.0
1188,47.5,0.0,9.5,0.0
1189,47.5,0.0,8.0,0.0
1190,47.5,0.0,6.5,0.0
1191,45.0,0.0,11.0,0.0
1192,45.0,0.0,9.5,0.0
1193,45.0,0.0,8.0,0.0
1194,45.0,0.0,6.5,0.0
1195,42.5,0.0,11.0,0.0
1196,42.5,0.0,9.5,0.0
1197,42.5,0.0,8.0,0.0
1198,42.5,0.0,6.5,0.0
1199,40.0,0.0,11.0,0.0
1200,40.0,0.0,9.5,0.0
1201,40.0,0.0,8.0,0.0
1202,40.0,0.0,6.5,0.0
1203,37.5,0.0,11.0,0.0
1204,37.5,0.0,9.5,0.0
1205,37.5,0.0,8.0,0.0
1206,37.5,0.0,6.5,0.0
1207,35.0,0.0,11.0,0.0
1208,35.0,0.0,9.5,0.0
1209,35.0,0.0,8.0,0.0
1210,35.0,0.0,6.5,0.0
1211,32.5,0.0,11.0,0.0
1212,32.5,0.0,9.5,0.0
1213,32.5,0.0,8.0,0.0
1214,32.5,0.0,6.5,0.0
1215,30.0,0.0,11.0,0.0
1216,30.0,0.0,9.5,0.0
1217,30.0,0.0,8.0,0.0
1218,30.0,0.0,6.5,0.0
1219,27.5,0.0,11.0,0.0
1220,27.5,0.0,9.5,0.0
1221,27.5,0.0,8.0,0.0
1222,27.5,0.0,6.5,0.0
1223,25.0,0.0,11.0,0.0
1224,25.0,0.0,9.5,0.0
1225,25.0,0.0,8.0,0.0
1226,25.0,0.0,6.5,0.0
1227,22.5,0.0,11.0,0.0
1228,22.5,0.0,9.5,0.0
1229,22.5,0.0,8.0,0.0
1230,22.5,0.0,6.5,0.0
1231,20.0,0.0,11.0,0.0
1232,20.0,0.0,9.5,0.0
1233,20.0,0.0,8.0,0.0
1234,20.0,0.0,6.5,0.0
1235,17.5,0.0,11.0,0.0
1236,17.5,0.0,9.5,0.0
1237,17.5,0.0,8.0,0.0
1238,17.5,0.0,6.5,0.0
1239,15.0,0.0,11.0,0.0
1240,15.0,0.0,9.5,0.0
1241,15.0,0.0,8.0,0.0
1242,15.0,0.0,6.5,0.0
1243,12.5,0.0,11.0,0.0
1244,12.5,0.0,9.5,0.0
1245,12.5,0.0,8.0,0.0
1246,12.5,0.0,6.5,0.0
1247,10.0,0.0,11.0,0.0
1248,10.0,0.0,9.5,0.0
1249,10.0,0.0,8.0,0.0
1250,10.0,0.0,6.5,0.0
1251,7.5,0.0,11.0,0.0
1252,7.5,0.0,9.5,0.0
1253,7.5,0.0,8.0,0.0
1254,7.5,0.0,6.5,0.0
1255,5.0,0.0,11.0,0.0
1256,5.0,0.0,9.5,0.0
1257,5.0,0.0,8.0,0.0
1258,5.0,0.0,6.5,0.0
1259,2.5,0.0,11.0,0.0
1260,2.5,0.0,9.5,0.0
1261,2.5,0.0,8.0,0.0
1262,2.5,0.0,6.5,0.0
1263,0.0,0.03,0.6666667,0.0
1264,0.0,0.06,0.6666667,0.0
1265,0.0,0.09,0.6666667,0.0
1266,0.0,0.12,0.6666667,0.0
1267,0.0,0.03,0.33333334,0.0
1268,0.0,0.06,0.33333334,0.0
1269,0.0,0.09,0.33333334,0.0
1270,0.0,0.12,0.33333334,0.0
1271,50.0,0.03,0.6666667,0.0
1272,50.0,0.06,0.6666667,0.0
1273,50.0,0.09,0.6666667,0.0
1274,50.0,0.12,0.6666667,0.0
1275,50.0,0.03,0.33333334,0.0
1276,50.0,0.06,0.33333334,0.0
1277,50.0,0.09,0.33333334,0.0
1278,50.0,0.12,0.33333334,0.0
1279,2.5,0.0,0.6666667,0.0
1280,2.5,0.0,0.33333334,2.0067249459303742e-16
1281,5.0,0.0,0.6666667,0.0
1282,5.0,0.0,0.33333334,1.1400675958839201e-09
1283,7.5,0.0,0.6666667,0.0
1284,7.5,0.0,0.33333334,2.7206215058583894e-09
1285,10.0,0.0,0.6666667,0.0
1286,10.0,0.0,0.33333334,0.0
1287,12.5,0.0,0.6666667,0.0
1288,12.5,0.0,0.33333334,0.0
1289,15.0,0.0,0.6666667,0.0
1290,15.0,0.0,0.33333334,3.0787092875073085e-09
1291,17.5,0.0,0.6666667,0.0
1292,17.5,0.0,0.33333334,6.107012229250586e-09
1293,20.0,0.0,0.6666667,0.0
1294,20.0,0.0,0.33333334,4.245864548835243e-09
1295,22.5,0.0,0.6666667,0.0
1296,22.5,0.0,0.33333334,4.658662344780851e-09
1297,25.0,0.0,0.6666667,0.0
1298,25.0,0.0,0.33333334,0.0
1299,27.5,0.0,0.6666667,0.0
1300,27.5,0.0,0.33333334,0.0
1301,30.0,0.0,0.6666667,0.0
1302,30.0,0.0,0.33333334,2.1805635075367036e-09
1303,32.5,0.0,0.6666667,0.0
1304,32.5,0.0,0.33333334,1.145245454026167e-09
1305,35.0,0.0,0.6666667,0.0
1306,35.0,0.0,0.33333334,0.0
1307,37.5,0.0,0.6666667,0.0
1308,37.5,0.0,0.33333334,0.0
1309,40.0,0.0,0.6666667,0.0
1310,40.0,0.0,0.33333334,0.0
1311,42.5,0.0,0.6666667,0.0
1312,42.5,0.0,0.33333334,0.0
1313,45.0,0.0,0.6666667,0.0
1314,45.0,0.0,0.33333334,0.0
1315,47.5,0.0,0.6666667,0.0
1316,47.5,0.0,0.33333334,0.0
1317,2.5,0.15,0.6666667,0.0
1318,2.5,0.15,0.33333334,1.1202660327169767e-11
1319,5.0,0.15,0.6666667,0.0
1320,5.0,0.15,0.33333334,2.0939161862743028e-11
1321,7.5,0.15,0.6666667,0.0
1322,7.5,0.15,0.33333334,0.0
1323,10.0,0.15,0.6666667,0.0
1324,10.0,0.15,0.33333334,0.0
1325,12.5,0.15,0.6666667,0.0
1326,12.5,0.15,0.33333334,0.0
1327,15.0,0.15,0.6666667,0.0
1328,15.0,0.15,0.33333334,0.0
1329,17.5,0.15,0.6666667,0.0
1330,17.5,0.15,0.33333334,5.802946567712297e-09
1331,20.0,0.15,0.6666667,0.0
1332,20.0,0.15,0.33333334,3.578309426544024e-09
1333,22.5,0.15,0.6666667,0.0
1334,22.5,0.15,0.33333334,1.5246676143831905e-09
1335,25.0,0.15,0.6666667,0.0
1336,25.0,0.15,0.33333334,8.6866611126446e-11
1337,27.5,0.15,0.6666667,0.0
1338,27.5,0.15,0.33333334,3.87611764907092e-09
1339,30.0,0.15,0.6666667,0.0
1340,30.0,0.15,0.33333334,3.325374864360242e-09
1341,32.5,0.15,0.6666667,0.0
1342,32.5,0.15,0.33333334,0.0
1343,35.0,0.15,0.6666667,0.0
1344,35.0,0.15,0.33333334,0.0
1345,37.5,0.15,0.6666667,0.0
1346,37.5,0.15,0.33333334,0.0
1347,40.0,0.15,0.6666667,0.0
1348,40.0,0.15,0.33333334,0.0
1349,42.5,0.15,0.6666667,0.0
1350,42.5,0.15,0.33333334,0.0
1351,45.0,0.15,0.6666667,0.0
1352,45.0,0.15,0.33333334,0.0
1353,47.5,0.15,0.6666667,0.0
1354,47.5,0.15,0.33333334,0.0
1355,2.5,0.03,0.0,0.0
1356,2.5,0.06,0.0,0.0
1357,2.5,0.09,0.0,0.0
1358,2.5,0.12,0.0,0.0
1359,5.0,0.03,0.0,0.0
1360,5.0,0.06,0.0,0.0
1361,5.0,0.09,0.0,0.0
1362,5.0,0.12,0.0,0.0
1363,7.5,0.03,0.0,0.0
1364,7.5,0.06,0.0,0.0
1365,7.5,0.09,0.0,0.0
1366,7.5,0.12,0.0,0.0
1367,10.0,0.03,0.0,0.0
1368,10.0,0.06,0.0,0.0
1369,10.0,0.09,0.0,0.0
1370,10.0,0.12,0.0,0.0
1371,12.5,0.03,0.0,0.0
1372,12.5,0.06,0.0,0.0
1373,12.5,0.09,0.0,0.0
1374,12.5,0.12,0.0,0.0
1375,15.0,0.03,0.0,0.0
1376,15.0,0.06,0.0,0.0
1377,15.0,0.09,0.0,0.0
1378,15.0,0.12,0.0,0.0
1379,17.5,0.03,0.0,0.0
1380,17.5,0.06,0.0,0.0
1381,17.5,0.09,0.0,0.0
1382,17.5,0.12,0.0,0.0
1383,20.0,0.03,0.0,0.0
1384,20.0,0.06,0.0,0.0
1385,20.0,0.09,0.0,0.0
1386,20.0,0.12,0.0,0.0
1387,22.5,0.03,0.0,0.0
1388,22.5,0.06,0.0,0.0
1389,22.5,0.09,0.0,0.0
1390,22.5,0.12,0.0,0.0
1391,25.0,0.03,0.0,0.0
1392,25.0,0.06,0.0,0.0
1393,25.0,0.09,0.0,0.0
1394,25.0,0.12,0.0,0.0
1395,27.5,0.03,0.0,8.376460414183384e-08
1396,27.5,0.06,0.0,0.0
1397,27.5,0.09,0.0,0.0
1398,27.5,0.12,0.0,1.6754087539538887e-07
1399,30.0,0.03,0.0,0.0
1400,30.0,0.06,0.0,0.0
1401,30.0,0.09,0.0,0.0
1402,30.0,0.12,0.0,0.0
1403,32.5,0.03,0.0,0.0
1404,32.5,0.06,0.0,0.0
1405,32.5,0.09,0.0,0.0
1406,32.5,0.12,0.0,4.102577122466755e-07
1407,35.0,0.03,0.0,0.0
1408,35.0,0.06,0.0,0.0
1409,35.0,0.09,0.0,0.0
1410,35.0,0.12,0.0,0.0
1411,37.5,0.03,0.0,0.0
1412,37.5,0.06,0.0,0.0
1413,37.5,0.09,0.0,0.0
1414,37.5,0.12,0.0,0.0
1415,40.0,0.03,0.0,0.0
1416,40.0,0.06,0.0,0.0
1417,40.0,0.09,0.0,0.0
1418,40.0,0.12,0.0,0.0
1419,42.5,0.03,0.0,0.0
1420,42.5,0.06,0.0,0.0
1421,42.5,0.09,0.0,0.0
1422,42.5,0.12,0.0,0.0
1423,45.0,0.03,0.0,0.0
1424,45.0,0.06,0.0,0.0
1425,45.0,0.09,0.0,0.0
1426,45.0,0.12,0.0,0.0
1427,47.5,0.03,0.0,0.0
1428,47.5,0.06,0.0,0.0
1429,47.5,0.09,0.0,0.0
1430,47.5,0.12,0.0,0.0
