elementLabel,x_mm,y_mm,z_mm,S_Mises_MPa,S22_MPa,S11_MPa
227,26.25,0.0449999989941716,13.75,0.000687658146489412,0.000247606891207397,0.00046380070853047073
228,26.25,0.0750000011175871,13.75,0.000992411398328841,0.0002671651018317789,-0.000152979206177406
229,26.25,0.105000000447035,13.75,0.00147724663838744,0.0004155183560214937,-0.00024267846310976893
230,26.25,0.135000001639128,13.75,0.00178591394796968,9.198957559419796e-05,-0.0011129069607704878
231,26.25,0.0149999996647239,16.25,0.00196847319602966,-0.0004242729628458619,0.00034892678377218544
232,26.25,0.0449999989941716,16.25,0.000514662475325167,-0.00015858198457863182,1.2529285413620528e-05
233,26.25,0.0750000011175871,16.25,0.000721471209544688,-9.13739568204619e-05,-0.0003607217513490468
234,26.25,0.105000000447035,16.25,0.00132729473989457,-0.0002082143910229206,-0.0007305831531994045
235,26.25,0.135000001639128,16.25,0.00174416590016335,0.00017092752386815846,-0.0013830441748723388
236,26.25,0.0149999996647239,18.75,0.00244896416552365,0.00038046581903472543,0.0010660156840458512
237,26.25,0.0449999989941716,18.75,0.00085951725486666,0.00011696140427375212,0.0004492898005992174
238,26.25,0.0750000011175871,18.75,0.000887041038367897,0.00025239685783162713,0.00010764299076981843
239,26.25,0.105000000447035,18.75,0.00101131852716208,0.0004845790390390903,-0.00047785398783162236
240,26.25,0.135000001639128,18.75,0.00131545762997121,-0.00016405576025135815,-0.0013193112099543214
241,26.25,0.0149999996647239,21.25,0.00182222644798458,-0.00010812079563038424,0.0012500588782131672
242,26.25,0.0449999989941716,21.25,0.00140002579428256,0.00024189410032704473,0.0007609169697389007
243,26.25,0.0750000011175871,21.25,0.00118996377568692,0.0002599778526928276,0.0003220140642952174
244,26.25,0.105000000447035,21.25,0.00102667510509491,0.0001410813711117953,-0.0008135512471199036
245,26.25,0.135000001639128,21.25,0.00184234115295112,0.0003833477385342121,-0.0016625502612441778
246,26.25,0.0149999996647239,23.75,0.00184011727105826,9.760334069142118e-05,0.001982130343094468
247,26.25,0.0449999989941716,23.75,0.00145304400939494,1.700839857221581e-05,0.0014217877760529518
248,26.25,0.0750000011175871,23.75,0.000706190359778702,0.00010330425720894709,0.0005070259794592857
249,26.25,0.105000000447035,23.75,0.0012728264555335,0.0001460421335650608,-0.0008447584114037454
250,26.25,0.135000001639128,23.75,0.00215745228342712,-9.39510136959143e-05,-0.002048478927463293
251,23.75,0.0149999996647239,13.75,0.000972584472037852,0.0007135705091059208,1.1098362847405951e-05
252,23.75,0.0449999989941716,13.75,0.000871414958965033,0.00014814823225606233,2.7926857001148164e-05
253,23.75,0.0750000011175871,13.75,0.00150705617852509,0.0002999618009198457,-0.00040833346429280937
254,23.75,0.105000000447035,13.75,0.00143981096334755,0.0004382252518553287,-2.03141535166651e-05
255,23.75,0.135000001639128,13.75,0.00182372331619263,3.050392660952639e-05,-0.0006880313158035278
256,23.75,0.0149999996647239,16.25,0.00129607052076608,-0.00044727709610015154,-0.00038381502963602543
257,23.75,0.0449999989941716,16.25,0.000833691388834268,-5.1300688937772065e-05,-0.0005429950542747974
258,23.75,0.0750000011175871,16.25,0.000957343552727252,-9.417362161912024e-05,-0.0004469180421438068
259,23.75,0.105000000447035,16.25,0.00140083744190633,-0.0003688191354740411,-0.0005392619641497731
260,23.75,0.135000001639128,16.25,0.0015595507575199,0.00021993182599544525,-0.0008754810551181436
261,23.75,0.0149999996647239,18.75,0.00203571375459433,0.00023382180370390415,0.00037661418900825083
262,23.75,0.0449999989941716,18.75,0.000930551381316036,-2.5307515898020938e-05,-2.534373925300315e-05
263,23.75,0.0750000011175871,18.75,0.000785403186455369,-0.00021707062842324376,-0.00021296332124620676
264,23.75,0.105000000447035,18.75,0.000939003366511315,1.7067951603166875e-06,3.531281618052162e-05
265,23.75,0.135000001639128,18.75,0.00106503861024976,-0.0004599752719514072,-0.0005184839828871191
266,23.75,0.0149999996647239,21.25,0.00121861544903368,-0.00023444667749572545,0.0002561649598646909
267,23.75,0.0449999989941716,21.25,0.00103912397753447,-0.0001704042952042073,3.312006447231397e-05
268,23.75,0.0750000011175871,21.25,0.00110500981099904,-0.00019865606736857444,-3.093827035627328e-05
269,23.75,0.105000000447035,21.25,0.00117118575144559,-0.0004924067761749029,-0.00043037006980739534
270,23.75,0.135000001639128,21.25,0.00151647918391973,0.00017523078713566065,-0.001227269065566361
271,23.75,0.0149999996647239,23.75,0.00151311070658267,3.563883637980325e-06,0.0013515797909349203
272,23.75,0.0449999989941716,23.75,0.00156027963384986,-0.00011830428411485627,0.0009583025821484625
273,23.75,0.0750000011175871,23.75,0.00156112900003791,-0.00021472123626153916,0.0004978798096999526
274,23.75,0.105000000447035,23.75,0.00166465644724667,-7.986654964042827e-05,-0.0008403679239563644
275,23.75,0.135000001639128,23.75,0.00154113012831658,-0.00015517370775341988,-0.0015706171980127692
276,21.25,0.0149999996647239,13.75,0.00251535116694868,0.0009558518067933619,-0.0015731890453025699
277,21.25,0.0449999989941716,13.75,0.00155927799642086,0.00031188735738396645,-0.0006893805111758411
278,21.25,0.0750000011175871,13.75,0.00134755077306181,0.00028308251057751477,-0.0002806253032758832
279,21.25,0.105000000447035,13.75,0.00122546183411032,0.0003295691276434809,0.0008962489664554596
280,21.25,0.135000001639128,13.75,0.00167146581225097,4.281188012100756e-05,0.001219425699673593
281,21.25,0.0149999996647239,16.25,0.00172285572625697,-0.0006143590435385704,-0.0019984517712146044
