x0_mm,z0_mm,x_final_mid_mm,final_thickness_mm,min_thickness_during_rolling_mm,min_time_in_rolling_s,rebound_final_minus_min_mm,rebound_pct_of_min_compression,final_reduction_pct,min_reduction_pct,final_le_target_0p135,top_node,bottom_node
-0.66666669,32.50000000,-0.38780075,0.128567398,0.128567398,0.150000006,0.000000000,0.000000,14.288405,14.288405,1,6186,6264
-0.66666669,35.00000000,-0.38780075,0.128567472,0.128567472,0.150000006,0.000000000,0.000000,14.288355,14.288355,1,6185,6263
-0.66666669,37.50000000,-0.38780153,0.128565952,0.128565952,0.150000006,0.000000000,0.000000,14.289369,14.289369,1,6184,6262
-0.66666669,40.00000000,-0.38780254,0.128563225,0.128563225,0.150000006,0.000000000,0.000000,14.291187,14.291187,1,6183,6261
-0.66666669,42.50000000,-0.38780293,0.128560200,0.128560200,0.150000006,0.000000000,0.000000,14.293203,14.293203,1,6182,6260
-0.66666669,44.99999619,-0.38780355,0.128554657,0.128554657,0.150000006,0.000000000,0.000000,14.296898,14.296898,1,6181,6259
-0.66666669,47.50000000,-0.38780391,0.128546819,0.128546819,0.150000006,0.000000000,0.000000,14.302124,14.302124,1,6180,6258
-0.66666669,50.00000000,-0.38780406,0.128543705,0.128543705,0.150000006,0.000000000,0.000000,14.304200,14.304200,1,829,834
-0.33333334,-50.00000000,0.01398186,0.127356708,0.127356708,0.150000006,0.000000000,0.000000,15.095532,15.095532,1,827,832
-0.33333334,-47.50000000,0.01398212,0.127345428,0.127345428,0.150000006,0.000000000,0.000000,15.103051,15.103051,1,6179,6257
-0.33333334,-44.99999619,0.01398303,0.127323151,0.127323151,0.150000006,0.000000000,0.000000,15.117903,15.117903,1,6178,6256
-0.33333334,-42.50000000,0.01398517,0.127313405,0.127313405,0.150000006,0.000000000,0.000000,15.124400,15.124400,1,6177,6255
-0.33333334,-40.00000000,0.01398785,0.127308905,0.127308905,0.150000006,0.000000000,0.000000,15.127400,15.127400,1,6176,6254
-0.33333334,-37.50000000,0.01399140,0.127306253,0.127306253,0.150000006,0.000000000,0.000000,15.129168,15.129168,1,6175,6253
-0.33333334,-35.00000000,0.01399581,0.127304628,0.127304628,0.150000006,0.000000000,0.000000,15.130252,15.130252,1,6174,6252
-0.33333334,-32.50000000,0.01400007,0.127303228,0.127303228,0.150000006,0.000000000,0.000000,15.131184,15.131184,1,6173,6251
-0.33333334,-30.00000000,0.01400369,0.127302155,0.127302155,0.150000006,0.000000000,0.000000,15.131900,15.131900,1,6172,6250
-0.33333334,-27.50000191,0.01400740,0.127302513,0.127302513,0.150000006,0.000000000,0.000000,15.131661,15.131661,1,6171,6249
-0.33333334,-25.00000000,0.01401109,0.127303377,0.127303377,0.150000006,0.000000000,0.000000,15.131086,15.131086,1,6170,6248
-0.33333334,-22.49999809,0.01401407,0.127303690,0.127303690,0.150000006,0.000000000,0.000000,15.130877,15.130877,1,6169,6247
-0.33333334,-20.00000000,0.01401627,0.127303272,0.127303272,0.150000006,0.000000000,0.000000,15.131155,15.131155,1,6168,6246
-0.33333334,-17.50000000,0.01401755,0.127302766,0.127302766,0.150000006,0.000000000,0.000000,15.131493,15.131493,1,6167,6245
-0.33333334,-15.00000000,0.01401815,0.127303287,0.127303287,0.150000006,0.000000000,0.000000,15.131146,15.131146,1,6166,6244
-0.33333334,-12.50000000,0.01401830,0.127304792,0.127304792,0.150000006,0.000000000,0.000000,15.130141,15.130141,1,6165,6243
-0.33333334,-10.00000000,0.01401815,0.127304509,0.127304509,0.150000006,0.000000000,0.000000,15.130331,15.130331,1,6164,6242
-0.33333334,-7.50000000,0.01401772,0.127303496,0.127303496,0.150000006,0.000000000,0.000000,15.131006,15.131006,1,6163,6241
-0.33333334,-5.00000000,0.01401870,0.127302513,0.127302513,0.150000006,0.000000000,0.000000,15.131661,15.131661,1,6162,6240
-0.33333334,-2.50000000,0.01402006,0.127300262,0.127300262,0.150000006,0.000000000,0.000000,15.133162,15.133162,1,6161,6239
-0.33333334,0.00000000,0.01402205,0.127298415,0.127298415,0.150000006,0.000000000,0.000000,15.134394,15.134394,1,6160,6238
-0.33333334,2.50000000,0.01402460,0.127299011,0.127299011,0.150000006,0.000000000,0.000000,15.133996,15.133996,1,6159,6237
-0.33333334,5.00000000,0.01402739,0.127301022,0.127301022,0.150000006,0.000000000,0.000000,15.132655,15.132655,1,6158,6236
-0.33333334,7.50000000,0.01402996,0.127302185,0.127302185,0.150000006,0.000000000,0.000000,15.131880,15.131880,1,6157,6235
-0.33333334,10.00000000,0.01403187,0.127302274,0.127302274,0.150000006,0.000000000,0.000000,15.131821,15.131821,1,6156,6234
-0.33333334,12.50000000,0.01403365,0.127301812,0.127301812,0.150000006,0.000000000,0.000000,15.132129,15.132129,1,6155,6233
-0.33333334,15.00000000,0.01403573,0.127301842,0.127301842,0.150000006,0.000000000,0.000000,15.132108,15.132108,1,6154,6232
-0.33333334,17.50000000,0.01403688,0.127302095,0.127302095,0.150000006,0.000000000,0.000000,15.131940,15.131940,1,6153,6231
-0.33333334,20.00000000,0.01403759,0.127302364,0.127302364,0.150000006,0.000000000,0.000000,15.131761,15.131761,1,6152,6230
-0.33333334,22.49999809,0.01403794,0.127302393,0.127302393,0.150000006,0.000000000,0.000000,15.131742,15.131742,1,6151,6229
-0.33333334,25.00000000,0.01403864,0.127302021,0.127302021,0.150000006,0.000000000,0.000000,15.131989,15.131989,1,6150,6228
-0.33333334,27.50000191,0.01403987,0.127301991,0.127301991,0.150000006,0.000000000,0.000000,15.132010,15.132010,1,6149,6227
-0.33333334,30.00000000,0.01404066,0.127303138,0.127303138,0.150000006,0.000000000,0.000000,15.131244,15.131244,1,6148,6226
-0.33333334,32.50000000,0.01404035,0.127304584,0.127304584,0.150000006,0.000000000,0.000000,15.130281,15.130281,1,6147,6225
-0.33333334,35.00000000,0.01403993,0.127306446,0.127306446,0.150000006,0.000000000,0.000000,15.129039,15.129039,1,6146,6224
-0.33333334,37.50000000,0.01403862,0.127308920,0.127308920,0.150000006,0.000000000,0.000000,15.127391,15.127391,1,6145,6223
-0.33333334,40.00000000,0.01403710,0.127313390,0.127313390,0.150000006,0.000000000,0.000000,15.124410,15.124410,1,6144,6222
-0.33333334,42.50000000,0.01403648,0.127317771,0.127317771,0.150000006,0.000000000,0.000000,15.121490,15.121490,1,6143,6221
-0.33333334,44.99999619,0.01403582,0.127325788,0.127325788,0.150000006,0.000000000,0.000000,15.116145,15.116145,1,6142,6220
-0.33333334,47.50000000,0.01403539,0.127346218,0.127346218,0.150000006,0.000000000,0.000000,15.102525,15.102525,1,6141,6219
-0.33333334,50.00000000,0.01403517,0.127357692,0.127357692,0.150000006,0.000000000,0.000000,15.094876,15.094876,1,830,833
0.00000000,-50.00000000,0.42016703,0.126847565,0.126847565,0.150000006,0.000000000,0.000000,15.434960,15.434960,1,28,27
0.00000000,-47.50000000,0.42016739,0.126829267,0.126829267,0.150000006,0.000000000,0.000000,15.447159,15.447159,1,788,783
0.00000000,-44.99999619,0.42016932,0.126799032,0.126799032,0.150000006,0.000000000,0.000000,15.467316,15.467316,1,789,782
0.00000000,-42.50000000,0.42017299,0.126790807,0.126790807,0.150000006,0.000000000,0.000000,15.472800,15.472800,1,790,781
0.00000000,-40.00000000,0.42017734,0.126788035,0.126788035,0.150000006,0.000000000,0.000000,15.474647,15.474647,1,791,780
0.00000000,-37.50000000,0.42018247,0.126786545,0.126786545,0.150000006,0.000000000,0.000000,15.475640,15.475640,1,792,779
0.00000000,-35.00000000,0.42018849,0.126785696,0.126785696,0.150000006,0.000000000,0.000000,15.476206,15.476206,1,793,778
0.00000000,-32.50000000,0.42019421,0.126784950,0.126784950,0.150000006,0.000000000,0.000000,15.476704,15.476704,1,794,777
0.00000000,-30.00000000,0.42019919,0.126784310,0.126784310,0.150000006,0.000000000,0.000000,15.477130,15.477130,1,795,776
0.00000000,-27.50000191,0.42020410,0.126784578,0.126784578,0.150000006,0.000000000,0.000000,15.476951,15.476951,1,796,775
0.00000000,-25.00000000,0.42020893,0.126785219,0.126785219,0.150000006,0.000000000,0.000000,15.476525,15.476525,1,797,774
0.00000000,-22.49999809,0.42021286,0.126785412,0.126785412,0.150000006,0.000000000,0.000000,15.476395,15.476395,1,798,773
0.00000000,-20.00000000,0.42021596,0.126784936,0.126784936,0.150000006,0.000000000,0.000000,15.476713,15.476713,1,799,772
0.00000000,-17.50000000,0.42021799,0.126784414,0.126784414,0.150000006,0.000000000,0.000000,15.477061,15.477061,1,800,771
0.00000000,-15.00000000,0.42021930,0.126784801,0.126784801,0.150000006,0.000000000,0.000000,15.476802,15.476802,1,801,770
0.00000000,-12.50000000,0.42022002,0.126785994,0.126785994,0.150000006,0.000000000,0.000000,15.476008,15.476008,1,802,769
0.00000000,-10.00000000,0.42022035,0.126785815,0.126785815,0.150000006,0.000000000,0.000000,15.476127,15.476127,1,803,768
0.00000000,-7.50000000,0.42022038,0.126785114,0.126785114,0.150000006,0.000000000,0.000000,15.476593,15.476593,1,804,767
0.00000000,-5.00000000,0.42022166,0.126784623,0.126784623,0.150000006,0.000000000,0.000000,15.476921,15.476921,1,805,766
0.00000000,-2.50000000,0.42022330,0.126783103,0.126783103,0.150000006,0.000000000,0.000000,15.477934,15.477934,1,806,765
0.00000000,0.00000000,0.42022538,0.126781732,0.126781732,0.150000006,0.000000000,0.000000,15.478849,15.478849,1,807,764
0.00000000,2.50000000,0.42022789,0.126782283,0.126782283,0.150000006,0.000000000,0.000000,15.478481,15.478481,1,808,763
0.00000000,5.00000000,0.42023045,0.126783833,0.126783833,0.150000006,0.000000000,0.000000,15.477449,15.477449,1,809,762
0.00000000,7.50000000,0.42023262,0.126784593,0.126784593,0.150000006,0.000000000,0.000000,15.476942,15.476942,1,810,761
0.00000000,10.00000000,0.42023405,0.126784593,0.126784593,0.150000006,0.000000000,0.000000,15.476942,15.476942,1,811,760
0.00000000,12.50000000,0.42023528,0.126784205,0.126784205,0.150000006,0.000000000,0.000000,15.477200,15.477200,1,812,759
0.00000000,15.00000000,0.42023665,0.126784295,0.126784295,0.150000006,0.000000000,0.000000,15.477140,15.477140,1,813,758
0.00000000,17.50000000,0.42023697,0.126784474,0.126784474,0.150000006,0.000000000,0.000000,15.477021,15.477021,1,814,757
0.00000000,20.00000000,0.42023674,0.126784742,0.126784742,0.150000006,0.000000000,0.000000,15.476842,15.476842,1,815,756
0.00000000,22.49999809,0.42023599,0.126784801,0.126784801,0.150000006,0.000000000,0.000000,15.476802,15.476802,1,816,755
0.00000000,25.00000000,0.42023546,0.126784399,0.126784399,0.150000006,0.000000000,0.000000,15.477070,15.477070,1,817,754
0.00000000,27.50000191,0.42023534,0.126784295,0.126784295,0.150000006,0.000000000,0.000000,15.477140,15.477140,1,818,753
0.00000000,30.00000000,0.42023468,0.126785100,0.126785100,0.150000006,0.000000000,0.000000,15.476604,15.476604,1,819,752
0.00000000,32.50000000,0.42023274,0.126785874,0.126785874,0.150000006,0.000000000,0.000000,15.476087,15.476087,1,820,751
0.00000000,35.00000000,0.42023063,0.126786768,0.126786768,0.150000006,0.000000000,0.000000,15.475491,15.475491,1,821,750
0.00000000,37.50000000,0.42022753,0.126788050,0.126788050,0.150000006,0.000000000,0.000000,15.474637,15.474637,1,822,749
0.00000000,40.00000000,0.42022425,0.126791328,0.126791328,0.150000006,0.000000000,0.000000,15.472451,15.472451,1,823,748
0.00000000,42.50000000,0.42022187,0.126793966,0.126793966,0.150000006,0.000000000,0.000000,15.470693,15.470693,1,824,747
0.00000000,44.99999619,0.42021960,0.126800552,0.126800552,0.150000006,0.000000000,0.000000,15.466303,15.466303,1,825,746
0.00000000,47.50000000,0.42021811,0.126829490,0.126829490,0.150000006,0.000000000,0.000000,15.447010,15.447010,1,826,745
0.00000000,50.00000000,0.42021781,0.126848012,0.126848012,0.150000006,0.000000000,0.000000,15.434662,15.434662,1,25,26
