x0,z0,bottom_label,top_label,bottom_y_def,top_y_def,thickness_y,thickness_vec,reduction_y_mm,reduction_y_pct,top_u2,bottom_u2
-44.999996,-42.5,5747,5552,0.0005951799,0.14940462,0.14880943,0.14880943298339844,0.001190567016601557,0.793711344401038,-0.00059539394,0.0005951799
-44.999996,-40.0,5746,5551,0.00059519196,0.14940459,0.14880939,0.14880938827991486,0.0011906117200851385,0.7937411467234257,-0.00059541373,0.00059519196
-44.999996,-37.5,5745,5550,0.0005952086,0.14940459,0.14880937,0.14880937337875366,0.0011906266212463323,0.7937510808308883,-0.0005954252,0.0005952086
-44.999996,-35.0,5744,5549,0.0005952242,0.14940457,0.14880934,0.14880934357643127,0.00119065642356872,0.7937709490458134,-0.00059543294,0.0005952242
-44.999996,-32.5,5743,5548,0.00059523724,0.14940457,0.14880933,0.14880932867527008,0.0011906713247299139,0.793780883153276,-0.00059543905,0.00059523724
-44.999996,-30.0,5742,5547,0.0005952486,0.14940457,0.14880933,0.14880932867527008,0.0011906713247299139,0.793780883153276,-0.0005954424,0.0005952486
-44.999996,-27.500002,5741,5546,0.0005952523,0.14940456,0.1488093,0.1488092988729477,0.0011907011270523016,0.793800751368201,-0.0005954501,0.0005952523
-44.999996,-25.0,5740,5545,0.00059525593,0.14940456,0.1488093,0.1488092988729477,0.0011907011270523016,0.793800751368201,-0.00059545523,0.00059525593
-44.999996,-22.499998,5739,5544,0.00059526676,0.14940456,0.14880928,0.1488092839717865,0.0011907160282134954,0.7938106854756637,-0.000595451,0.00059526676
-44.999996,-20.0,5738,5543,0.00059527013,0.14940456,0.14880928,0.1488092839717865,0.0011907160282134954,0.7938106854756637,-0.0005954522,0.00059527013
-44.999996,-17.5,5737,5542,0.00059527514,0.14940456,0.14880928,0.1488092839717865,0.0011907160282134954,0.7938106854756637,-0.0005954507,0.00059527514
-44.999996,-15.0,5736,5541,0.00059528474,0.14940456,0.14880927,0.1488092690706253,0.0011907309293746893,0.7938206195831262,-0.0005954434,0.00059528474
-44.999996,-12.5,5735,5540,0.0005952946,0.14940457,0.14880927,0.1488092690706253,0.0011907309293746893,0.7938206195831262,-0.00059543544,0.0005952946
-44.999996,-10.0,5734,5539,0.00059530966,0.14940459,0.14880927,0.1488092690706253,0.0011907309293746893,0.7938206195831262,-0.0005954216,0.00059530966
-44.999996,-7.5,5733,5538,0.0005953209,0.1494046,0.14880928,0.1488092839717865,0.0011907160282134954,0.7938106854756637,-0.00059541134,0.0005953209
-44.999996,-5.0,5732,5537,0.00059533207,0.1494046,0.14880927,0.1488092690706253,0.0011907309293746893,0.7938206195831262,-0.0005954005,0.00059533207
-44.999996,-2.5,5731,5536,0.0005953478,0.14940462,0.14880927,0.1488092690706253,0.0011907309293746893,0.7938206195831262,-0.00059538515,0.0005953478
-44.999996,0.0,5730,5535,0.0005953627,0.14940463,0.14880927,0.1488092690706253,0.0011907309293746893,0.7938206195831262,-0.00059537025,0.0005953627
-44.999996,2.5,5729,5534,0.00059537694,0.14940464,0.14880927,0.1488092690706253,0.0011907309293746893,0.7938206195831262,-0.000595356,0.00059537694
-44.999996,5.0,5728,5533,0.0005953895,0.14940466,0.14880927,0.1488092690706253,0.0011907309293746893,0.7938206195831262,-0.000595343,0.0005953895
